2025-09-06T13:30:56+01:00  13:30:56 up 20 days, 16 min,  1 user,  load average: 0.69, 1.73, 2.41
2025-09-06T13:50:58+01:00  13:50:58 up 20 days, 36 min,  1 user,  load average: 1.93, 2.04, 2.06
2025-09-06T13:51:03+01:00  13:51:03 up 20 days, 36 min,  1 user,  load average: 2.57, 2.18, 2.10
2025-09-06T13:51:08+01:00  13:51:08 up 20 days, 36 min,  1 user,  load average: 2.37, 2.14, 2.09
2025-09-06T13:51:13+01:00  13:51:13 up 20 days, 36 min,  1 user,  load average: 2.18, 2.10, 2.08
2025-09-06T13:51:18+01:00  13:51:18 up 20 days, 36 min,  1 user,  load average: 2.08, 2.09, 2.07
2025-09-06T13:51:23+01:00  13:51:23 up 20 days, 36 min,  1 user,  load average: 2.48, 2.17, 2.10
2025-09-06T13:51:28+01:00  13:51:28 up 20 days, 37 min,  1 user,  load average: 2.28, 2.13, 2.09
2025-09-06T13:51:33+01:00  13:51:33 up 20 days, 37 min,  1 user,  load average: 2.34, 2.15, 2.09
2025-09-06T13:51:38+01:00  13:51:38 up 20 days, 37 min,  1 user,  load average: 2.15, 2.11, 2.08
2025-09-06T13:51:43+01:00  13:51:43 up 20 days, 37 min,  1 user,  load average: 2.06, 2.09, 2.07
2025-09-06T13:51:48+01:00  13:51:48 up 20 days, 37 min,  1 user,  load average: 1.89, 2.06, 2.06
2025-09-06T13:51:53+01:00  13:51:53 up 20 days, 37 min,  1 user,  load average: 2.38, 2.16, 2.09
2025-09-06T13:51:58+01:00  13:51:58 up 20 days, 37 min,  1 user,  load average: 2.35, 2.15, 2.09
2025-09-06T13:52:03+01:00  13:52:03 up 20 days, 37 min,  1 user,  load average: 2.24, 2.13, 2.09
2025-09-06T13:52:08+01:00  13:52:08 up 20 days, 37 min,  1 user,  load average: 2.14, 2.12, 2.08
2025-09-06T13:52:13+01:00  13:52:13 up 20 days, 37 min,  1 user,  load average: 1.97, 2.08, 2.07
2025-09-06T13:52:18+01:00  13:52:18 up 20 days, 37 min,  1 user,  load average: 1.81, 2.05, 2.06
2025-09-06T13:52:23+01:00  13:52:23 up 20 days, 37 min,  1 user,  load average: 2.07, 2.09, 2.08
2025-09-06T13:52:28+01:00  13:52:28 up 20 days, 38 min,  1 user,  load average: 2.06, 2.09, 2.07
2025-09-06T13:52:33+01:00  13:52:33 up 20 days, 38 min,  1 user,  load average: 2.22, 2.12, 2.09
2025-09-06T13:52:38+01:00  13:52:38 up 20 days, 38 min,  1 user,  load average: 2.12, 2.11, 2.08
2025-09-06T13:52:43+01:00  13:52:43 up 20 days, 38 min,  1 user,  load average: 3.15, 2.32, 2.15
2025-09-06T13:52:48+01:00  13:52:48 up 20 days, 38 min,  1 user,  load average: 3.06, 2.31, 2.15
2025-09-06T13:52:53+01:00  13:52:53 up 20 days, 38 min,  1 user,  load average: 2.97, 2.31, 2.15
2025-09-06T13:52:58+01:00  13:52:58 up 20 days, 38 min,  1 user,  load average: 2.82, 2.29, 2.14
2025-09-06T13:53:03+01:00  13:53:03 up 20 days, 38 min,  1 user,  load average: 2.67, 2.27, 2.13
2025-09-06T13:53:08+01:00  13:53:08 up 20 days, 38 min,  1 user,  load average: 2.54, 2.24, 2.13
2025-09-06T13:53:13+01:00  13:53:13 up 20 days, 38 min,  1 user,  load average: 2.49, 2.24, 2.13
2025-09-06T13:53:18+01:00  13:53:18 up 20 days, 38 min,  1 user,  load average: 2.37, 2.22, 2.12
2025-09-06T13:53:23+01:00  13:53:23 up 20 days, 38 min,  1 user,  load average: 2.18, 2.18, 2.11
2025-09-06T13:53:28+01:00  13:53:28 up 20 days, 39 min,  1 user,  load average: 2.01, 2.14, 2.10
2025-09-06T13:53:33+01:00  13:53:33 up 20 days, 39 min,  1 user,  load average: 1.85, 2.11, 2.09
2025-09-06T13:53:38+01:00  13:53:38 up 20 days, 39 min,  1 user,  load average: 1.86, 2.11, 2.09
2025-09-06T13:53:43+01:00  13:53:43 up 20 days, 39 min,  1 user,  load average: 1.71, 2.07, 2.07
2025-09-06T13:53:48+01:00  13:53:48 up 20 days, 39 min,  1 user,  load average: 1.57, 2.04, 2.06
2025-09-06T13:53:53+01:00  13:53:53 up 20 days, 39 min,  1 user,  load average: 1.53, 2.02, 2.06
2025-09-06T13:53:58+01:00  13:53:58 up 20 days, 39 min,  1 user,  load average: 1.56, 2.02, 2.06
2025-09-06T13:54:03+01:00  13:54:03 up 20 days, 39 min,  1 user,  load average: 1.84, 2.07, 2.07
2025-09-06T13:54:08+01:00  13:54:08 up 20 days, 39 min,  1 user,  load average: 1.69, 2.03, 2.06
2025-09-06T13:54:13+01:00  13:54:13 up 20 days, 39 min,  1 user,  load average: 1.56, 2.00, 2.05
2025-09-06T13:54:18+01:00  13:54:18 up 20 days, 39 min,  1 user,  load average: 1.43, 1.97, 2.04
2025-09-06T13:54:23+01:00  13:54:23 up 20 days, 39 min,  1 user,  load average: 1.56, 1.98, 2.04
