2025-08-19T14:07:48+01:00  14:07:48 up 2 days, 53 min,  1 user,  load average: 2.37, 14.86, 23.36
2025-08-19T14:27:51+01:00  14:27:51 up 2 days,  1:13,  1 user,  load average: 23.24, 21.18, 19.71
2025-08-19T14:27:56+01:00  14:27:56 up 2 days,  1:13,  1 user,  load average: 23.30, 21.23, 19.74
2025-08-19T14:28:01+01:00  14:28:01 up 2 days,  1:13,  1 user,  load average: 24.40, 21.49, 19.83
2025-08-19T14:28:06+01:00  14:28:06 up 2 days,  1:13,  1 user,  load average: 25.97, 21.87, 19.96
2025-08-19T14:28:11+01:00  14:28:11 up 2 days,  1:13,  1 user,  load average: 24.77, 21.68, 19.91
2025-08-19T14:28:16+01:00  14:28:16 up 2 days,  1:13,  1 user,  load average: 25.35, 21.86, 19.98
2025-08-19T14:28:21+01:00  14:28:21 up 2 days,  1:13,  1 user,  load average: 25.40, 21.92, 20.01
2025-08-19T14:28:26+01:00  14:28:26 up 2 days,  1:14,  1 user,  load average: 26.49, 22.21, 20.11
2025-08-19T14:28:31+01:00  14:28:31 up 2 days,  1:14,  1 user,  load average: 26.85, 22.35, 20.17
2025-08-19T14:28:36+01:00  14:28:36 up 2 days,  1:14,  1 user,  load average: 27.66, 22.60, 20.26
2025-08-19T14:28:41+01:00  14:28:41 up 2 days,  1:14,  1 user,  load average: 27.53, 22.65, 20.29
2025-08-19T14:28:46+01:00  14:28:46 up 2 days,  1:14,  1 user,  load average: 26.94, 22.70, 20.33
2025-08-19T14:28:51+01:00  14:28:51 up 2 days,  1:14,  1 user,  load average: 27.82, 22.95, 20.43
2025-08-19T14:28:57+01:00  14:28:57 up 2 days,  1:14,  1 user,  load average: 27.76, 23.02, 20.46
2025-08-19T14:29:02+01:00  14:29:02 up 2 days,  1:14,  1 user,  load average: 25.61, 22.65, 20.36
2025-08-19T14:29:07+01:00  14:29:07 up 2 days,  1:14,  1 user,  load average: 26.85, 22.96, 20.47
2025-08-19T14:29:12+01:00  14:29:12 up 2 days,  1:14,  1 user,  load average: 27.98, 23.26, 20.58
2025-08-19T14:29:17+01:00  14:29:17 up 2 days,  1:14,  1 user,  load average: 26.22, 22.97, 20.50
2025-08-19T14:29:22+01:00  14:29:22 up 2 days,  1:14,  1 user,  load average: 27.96, 23.39, 20.65
2025-08-19T14:29:27+01:00  14:29:27 up 2 days,  1:15,  1 user,  load average: 26.52, 23.16, 20.59
2025-08-19T14:29:32+01:00  14:29:32 up 2 days,  1:15,  1 user,  load average: 27.84, 23.49, 20.71
2025-08-19T14:29:37+01:00  14:29:37 up 2 days,  1:15,  1 user,  load average: 27.14, 23.42, 20.70
2025-08-19T14:29:42+01:00  14:29:42 up 2 days,  1:15,  1 user,  load average: 26.56, 23.36, 20.70
2025-08-19T14:29:47+01:00  14:29:47 up 2 days,  1:15,  1 user,  load average: 26.04, 23.31, 20.69
2025-08-19T14:29:52+01:00  14:29:52 up 2 days,  1:15,  1 user,  load average: 27.56, 23.67, 20.82
2025-08-19T14:29:57+01:00  14:29:57 up 2 days,  1:15,  1 user,  load average: 26.47, 23.50, 20.79
2025-08-19T14:30:02+01:00  14:30:02 up 2 days,  1:15,  1 user,  load average: 25.79, 23.41, 20.77
2025-08-19T14:30:07+01:00  14:30:07 up 2 days,  1:15,  1 user,  load average: 23.73, 23.02, 20.66
2025-08-19T14:30:12+01:00  14:30:12 up 2 days,  1:15,  1 user,  load average: 23.51, 22.99, 20.66
2025-08-19T14:30:17+01:00  14:30:17 up 2 days,  1:15,  1 user,  load average: 22.99, 22.89, 20.64
2025-08-19T14:30:22+01:00  14:30:22 up 2 days,  1:15,  1 user,  load average: 23.95, 23.09, 20.72
2025-08-19T14:30:27+01:00  14:30:27 up 2 days,  1:16,  1 user,  load average: 24.03, 23.12, 20.74
2025-08-19T14:30:32+01:00  14:30:32 up 2 days,  1:16,  1 user,  load average: 24.59, 23.25, 20.80
2025-08-19T14:30:37+01:00  14:30:37 up 2 days,  1:16,  1 user,  load average: 24.94, 23.35, 20.84
2025-08-19T14:30:42+01:00  14:30:42 up 2 days,  1:16,  1 user,  load average: 25.03, 23.39, 20.87
2025-08-19T14:30:47+01:00  14:30:47 up 2 days,  1:16,  1 user,  load average: 25.27, 23.47, 20.91
2025-08-19T14:30:52+01:00  14:30:52 up 2 days,  1:16,  1 user,  load average: 29.33, 24.34, 21.20
2025-08-19T14:30:57+01:00  14:30:57 up 2 days,  1:16,  1 user,  load average: 28.50, 24.25, 21.19
2025-08-19T14:31:02+01:00  14:31:02 up 2 days,  1:16,  1 user,  load average: 27.90, 24.20, 21.19
2025-08-19T14:31:07+01:00  14:31:07 up 2 days,  1:16,  1 user,  load average: 27.59, 24.20, 21.21
2025-08-19T14:31:12+01:00  14:31:12 up 2 days,  1:16,  1 user,  load average: 27.30, 24.19, 21.22
2025-08-19T14:31:17+01:00  14:31:17 up 2 days,  1:16,  1 user,  load average: 27.92, 24.37, 21.30
2025-08-19T14:31:22+01:00  14:31:22 up 2 days,  1:16,  1 user,  load average: 27.77, 24.40, 21.32
2025-08-19T14:31:27+01:00  14:31:27 up 2 days,  1:17,  1 user,  load average: 26.90, 24.28, 21.30
2025-08-19T14:31:32+01:00  14:31:32 up 2 days,  1:17,  1 user,  load average: 27.07, 24.36, 21.34
2025-08-19T14:31:37+01:00  14:31:37 up 2 days,  1:17,  1 user,  load average: 26.66, 24.32, 21.34
2025-08-19T14:31:42+01:00  14:31:42 up 2 days,  1:17,  1 user,  load average: 26.29, 24.28, 21.35
2025-08-19T14:31:47+01:00  14:31:47 up 2 days,  1:17,  1 user,  load average: 24.91, 24.02, 21.28
2025-08-19T14:31:52+01:00  14:31:52 up 2 days,  1:17,  1 user,  load average: 25.39, 24.14, 21.33
2025-08-19T14:31:57+01:00  14:31:57 up 2 days,  1:17,  1 user,  load average: 25.60, 24.20, 21.37
2025-08-19T14:32:02+01:00  14:32:02 up 2 days,  1:17,  1 user,  load average: 26.12, 24.33, 21.43
2025-08-19T14:32:07+01:00  14:32:07 up 2 days,  1:17,  1 user,  load average: 26.75, 24.50, 21.49
2025-08-19T14:32:12+01:00  14:32:12 up 2 days,  1:17,  1 user,  load average: 24.69, 24.10, 21.38
2025-08-19T14:32:18+01:00  14:32:18 up 2 days,  1:17,  1 user,  load average: 25.03, 24.19, 21.42
2025-08-19T14:32:23+01:00  14:32:23 up 2 days,  1:17,  1 user,  load average: 24.95, 24.18, 21.44
2025-08-19T14:32:28+01:00  14:32:28 up 2 days,  1:18,  1 user,  load average: 26.23, 24.46, 21.54
2025-08-19T14:32:33+01:00  14:32:33 up 2 days,  1:18,  1 user,  load average: 25.81, 24.40, 21.54
2025-08-19T14:32:38+01:00  14:32:38 up 2 days,  1:18,  1 user,  load average: 25.91, 24.45, 21.57
2025-08-19T14:32:43+01:00  14:32:43 up 2 days,  1:18,  1 user,  load average: 27.12, 24.72, 21.68
2025-08-19T14:32:48+01:00  14:32:48 up 2 days,  1:18,  1 user,  load average: 26.79, 24.69, 21.68
2025-08-19T14:32:53+01:00  14:32:53 up 2 days,  1:18,  1 user,  load average: 26.81, 24.73, 21.71
2025-08-19T14:32:58+01:00  14:32:58 up 2 days,  1:18,  1 user,  load average: 27.22, 24.85, 21.77
2025-08-19T14:33:03+01:00  14:33:03 up 2 days,  1:18,  1 user,  load average: 25.92, 24.62, 21.71
2025-08-19T14:33:08+01:00  14:33:08 up 2 days,  1:18,  1 user,  load average: 25.13, 24.48, 21.68
2025-08-19T14:33:13+01:00  14:33:13 up 2 days,  1:18,  1 user,  load average: 25.36, 24.54, 21.71
2025-08-19T14:33:18+01:00  14:33:18 up 2 days,  1:18,  1 user,  load average: 23.33, 24.13, 21.60
2025-08-19T14:33:23+01:00  14:33:23 up 2 days,  1:18,  1 user,  load average: 24.02, 24.26, 21.65
2025-08-19T14:33:28+01:00  14:33:28 up 2 days,  1:19,  1 user,  load average: 23.86, 24.22, 21.65
2025-08-19T14:33:33+01:00  14:33:33 up 2 days,  1:19,  1 user,  load average: 24.51, 24.35, 21.71
2025-08-19T14:33:38+01:00  14:33:38 up 2 days,  1:19,  1 user,  load average: 25.03, 24.46, 21.76
2025-08-19T14:33:43+01:00  14:33:43 up 2 days,  1:19,  1 user,  load average: 24.71, 24.41, 21.76
2025-08-19T14:33:48+01:00  14:33:48 up 2 days,  1:19,  1 user,  load average: 24.25, 24.32, 21.74
2025-08-19T14:33:53+01:00  14:33:53 up 2 days,  1:19,  1 user,  load average: 24.71, 24.41, 21.79
2025-08-19T14:33:58+01:00  14:33:58 up 2 days,  1:19,  1 user,  load average: 24.09, 24.29, 21.76
2025-08-19T14:34:03+01:00  14:34:03 up 2 days,  1:19,  1 user,  load average: 23.61, 24.18, 21.74
2025-08-19T14:34:08+01:00  14:34:08 up 2 days,  1:19,  1 user,  load average: 24.04, 24.26, 21.78
2025-08-19T14:34:13+01:00  14:34:13 up 2 days,  1:19,  1 user,  load average: 25.16, 24.49, 21.87
2025-08-19T14:34:18+01:00  14:34:18 up 2 days,  1:19,  1 user,  load average: 25.46, 24.57, 21.90
2025-08-19T14:34:23+01:00  14:34:23 up 2 days,  1:19,  1 user,  load average: 23.66, 24.21, 21.80
2025-08-19T14:34:28+01:00  14:34:28 up 2 days,  1:20,  1 user,  load average: 24.81, 24.44, 21.89
2025-08-19T14:34:33+01:00  14:34:33 up 2 days,  1:20,  1 user,  load average: 24.51, 24.38, 21.88
2025-08-19T14:34:38+01:00  14:34:38 up 2 days,  1:20,  1 user,  load average: 24.71, 24.42, 21.91
2025-08-19T14:34:43+01:00  14:34:43 up 2 days,  1:20,  1 user,  load average: 24.81, 24.45, 21.93
2025-08-19T14:34:48+01:00  14:34:48 up 2 days,  1:20,  1 user,  load average: 25.39, 24.58, 21.99
2025-08-19T14:34:53+01:00  14:34:53 up 2 days,  1:20,  1 user,  load average: 25.04, 24.52, 21.98
2025-08-19T14:34:58+01:00  14:34:58 up 2 days,  1:20,  1 user,  load average: 24.79, 24.47, 21.98
2025-08-19T14:35:03+01:00  14:35:03 up 2 days,  1:20,  1 user,  load average: 25.53, 24.63, 22.05
2025-08-19T14:35:09+01:00  14:35:09 up 2 days,  1:20,  1 user,  load average: 24.37, 24.41, 21.99
2025-08-19T14:35:14+01:00  14:35:14 up 2 days,  1:20,  1 user,  load average: 24.18, 24.37, 21.99
2025-08-19T14:35:19+01:00  14:35:19 up 2 days,  1:20,  1 user,  load average: 23.60, 24.24, 21.96
2025-08-19T14:35:24+01:00  14:35:24 up 2 days,  1:20,  1 user,  load average: 24.59, 24.44, 22.04
2025-08-19T14:35:29+01:00  14:35:29 up 2 days,  1:21,  1 user,  load average: 25.03, 24.53, 22.08
2025-08-19T14:35:34+01:00  14:35:34 up 2 days,  1:21,  1 user,  load average: 24.87, 24.51, 22.09
2025-08-19T14:35:39+01:00  14:35:39 up 2 days,  1:21,  1 user,  load average: 25.04, 24.55, 22.11
2025-08-19T14:35:44+01:00  14:35:44 up 2 days,  1:21,  1 user,  load average: 25.51, 24.66, 22.16
2025-08-19T14:35:49+01:00  14:35:49 up 2 days,  1:21,  1 user,  load average: 26.19, 24.81, 22.23
2025-08-19T14:35:54+01:00  14:35:54 up 2 days,  1:21,  1 user,  load average: 26.34, 24.86, 22.26
2025-08-19T14:35:59+01:00  14:35:59 up 2 days,  1:21,  1 user,  load average: 25.43, 24.70, 22.22
2025-08-19T14:36:04+01:00  14:36:04 up 2 days,  1:21,  1 user,  load average: 26.52, 24.94, 22.31
2025-08-19T14:36:09+01:00  14:36:09 up 2 days,  1:21,  1 user,  load average: 25.92, 24.84, 22.29
2025-08-19T14:36:14+01:00  14:36:14 up 2 days,  1:21,  1 user,  load average: 26.32, 24.94, 22.34
2025-08-19T14:36:19+01:00  14:36:19 up 2 days,  1:21,  1 user,  load average: 26.30, 24.96, 22.36
2025-08-19T14:36:24+01:00  14:36:24 up 2 days,  1:21,  1 user,  load average: 27.07, 25.14, 22.43
2025-08-19T14:36:29+01:00  14:36:29 up 2 days,  1:22,  1 user,  load average: 25.63, 24.87, 22.36
2025-08-19T14:36:34+01:00  14:36:34 up 2 days,  1:22,  1 user,  load average: 25.42, 24.84, 22.36
2025-08-19T14:36:39+01:00  14:36:39 up 2 days,  1:22,  1 user,  load average: 23.78, 24.51, 22.27
2025-08-19T14:36:44+01:00  14:36:44 up 2 days,  1:22,  1 user,  load average: 25.48, 24.85, 22.39
2025-08-19T14:36:49+01:00  14:36:49 up 2 days,  1:22,  1 user,  load average: 25.04, 24.77, 22.38
2025-08-19T14:36:54+01:00  14:36:54 up 2 days,  1:22,  1 user,  load average: 25.28, 24.83, 22.41
2025-08-19T14:36:59+01:00  14:36:59 up 2 days,  1:22,  1 user,  load average: 24.86, 24.75, 22.40
2025-08-19T14:37:04+01:00  14:37:04 up 2 days,  1:22,  1 user,  load average: 25.99, 24.98, 22.48
2025-08-19T14:37:09+01:00  14:37:09 up 2 days,  1:22,  1 user,  load average: 24.87, 24.77, 22.43
2025-08-19T14:37:14+01:00  14:37:14 up 2 days,  1:22,  1 user,  load average: 26.08, 25.02, 22.52
2025-08-19T14:37:19+01:00  14:37:19 up 2 days,  1:22,  1 user,  load average: 24.71, 24.75, 22.45
2025-08-19T14:37:24+01:00  14:37:24 up 2 days,  1:23,  1 user,  load average: 23.85, 24.58, 22.40
2025-08-19T14:37:29+01:00  14:37:29 up 2 days,  1:23,  1 user,  load average: 23.54, 24.50, 22.39
2025-08-19T14:37:35+01:00  14:37:35 up 2 days,  1:23,  1 user,  load average: 23.02, 24.37, 22.36
2025-08-19T14:37:40+01:00  14:37:40 up 2 days,  1:23,  1 user,  load average: 23.34, 24.42, 22.39
2025-08-19T14:37:45+01:00  14:37:45 up 2 days,  1:23,  1 user,  load average: 24.67, 24.68, 22.48
2025-08-19T14:37:50+01:00  14:37:50 up 2 days,  1:23,  1 user,  load average: 26.62, 25.08, 22.62
2025-08-19T14:37:55+01:00  14:37:55 up 2 days,  1:23,  1 user,  load average: 26.17, 25.01, 22.62
2025-08-19T14:38:00+01:00  14:38:00 up 2 days,  1:23,  1 user,  load average: 25.92, 24.98, 22.62
2025-08-19T14:38:05+01:00  14:38:05 up 2 days,  1:23,  1 user,  load average: 26.96, 25.21, 22.71
2025-08-19T14:38:10+01:00  14:38:10 up 2 days,  1:23,  1 user,  load average: 26.25, 25.09, 22.68
2025-08-19T14:38:15+01:00  14:38:15 up 2 days,  1:23,  1 user,  load average: 25.99, 25.06, 22.68
2025-08-19T14:38:20+01:00  14:38:20 up 2 days,  1:23,  1 user,  load average: 26.23, 25.12, 22.72
2025-08-19T14:38:25+01:00  14:38:25 up 2 days,  1:24,  1 user,  load average: 25.97, 25.09, 22.72
2025-08-19T14:38:30+01:00  14:38:30 up 2 days,  1:24,  1 user,  load average: 26.93, 25.30, 22.80
2025-08-19T14:38:35+01:00  14:38:35 up 2 days,  1:24,  1 user,  load average: 26.54, 25.25, 22.80
2025-08-19T14:38:40+01:00  14:38:40 up 2 days,  1:24,  1 user,  load average: 27.94, 25.56, 22.91
2025-08-19T14:38:45+01:00  14:38:45 up 2 days,  1:24,  1 user,  load average: 28.50, 25.72, 22.98
2025-08-19T14:38:50+01:00  14:38:50 up 2 days,  1:24,  1 user,  load average: 27.74, 25.60, 22.96
2025-08-19T14:38:55+01:00  14:38:55 up 2 days,  1:24,  1 user,  load average: 28.96, 25.89, 23.06
2025-08-19T14:39:00+01:00  14:39:00 up 2 days,  1:24,  1 user,  load average: 27.84, 25.71, 23.02
2025-08-19T14:39:05+01:00  14:39:05 up 2 days,  1:24,  1 user,  load average: 27.86, 25.75, 23.05
2025-08-19T14:39:10+01:00  14:39:10 up 2 days,  1:24,  1 user,  load average: 27.63, 25.74, 23.06
2025-08-19T14:39:15+01:00  14:39:15 up 2 days,  1:24,  1 user,  load average: 28.38, 25.92, 23.13
2025-08-19T14:39:20+01:00  14:39:20 up 2 days,  1:24,  1 user,  load average: 28.99, 26.09, 23.20
2025-08-19T14:39:25+01:00  14:39:25 up 2 days,  1:25,  1 user,  load average: 28.19, 25.97, 23.18
2025-08-19T14:39:30+01:00  14:39:30 up 2 days,  1:25,  1 user,  load average: 26.57, 25.67, 23.10
2025-08-19T14:39:35+01:00  14:39:35 up 2 days,  1:25,  1 user,  load average: 26.05, 25.58, 23.08
2025-08-19T14:39:40+01:00  14:39:40 up 2 days,  1:25,  1 user,  load average: 24.60, 25.29, 23.00
2025-08-19T14:39:45+01:00  14:39:45 up 2 days,  1:25,  1 user,  load average: 22.71, 24.89, 22.88
2025-08-19T14:39:50+01:00  14:39:50 up 2 days,  1:25,  1 user,  load average: 22.81, 24.87, 22.89
2025-08-19T14:39:55+01:00  14:39:55 up 2 days,  1:25,  1 user,  load average: 23.31, 24.94, 22.92
2025-08-19T14:40:00+01:00  14:40:00 up 2 days,  1:25,  1 user,  load average: 23.53, 24.96, 22.94
2025-08-19T14:40:05+01:00  14:40:05 up 2 days,  1:25,  1 user,  load average: 24.28, 25.09, 22.99
2025-08-19T14:40:10+01:00  14:40:10 up 2 days,  1:25,  1 user,  load average: 24.42, 25.11, 23.01
2025-08-19T14:40:15+01:00  14:40:15 up 2 days,  1:25,  1 user,  load average: 24.55, 25.12, 23.02
2025-08-19T14:40:20+01:00  14:40:20 up 2 days,  1:25,  1 user,  load average: 24.58, 25.12, 23.04
2025-08-19T14:40:25+01:00  14:40:25 up 2 days,  1:26,  1 user,  load average: 24.46, 25.08, 23.03
2025-08-19T14:40:30+01:00  14:40:30 up 2 days,  1:26,  1 user,  load average: 25.54, 25.30, 23.12
2025-08-19T14:40:35+01:00  14:40:35 up 2 days,  1:26,  1 user,  load average: 25.98, 25.39, 23.16
2025-08-19T14:40:41+01:00  14:40:41 up 2 days,  1:26,  1 user,  load average: 25.50, 25.30, 23.14
2025-08-19T14:40:46+01:00  14:40:46 up 2 days,  1:26,  1 user,  load average: 24.74, 25.15, 23.10
2025-08-19T14:40:51+01:00  14:40:51 up 2 days,  1:26,  1 user,  load average: 25.88, 25.38, 23.19
2025-08-19T14:40:56+01:00  14:40:56 up 2 days,  1:26,  1 user,  load average: 27.49, 25.72, 23.31
2025-08-19T14:41:01+01:00  14:41:01 up 2 days,  1:26,  1 user,  load average: 27.85, 25.83, 23.36
2025-08-19T14:41:06+01:00  14:41:06 up 2 days,  1:26,  1 user,  load average: 28.19, 25.93, 23.40
2025-08-19T14:41:11+01:00  14:41:11 up 2 days,  1:26,  1 user,  load average: 28.33, 26.00, 23.44
2025-08-19T14:41:16+01:00  14:41:16 up 2 days,  1:26,  1 user,  load average: 28.31, 26.03, 23.46
2025-08-19T14:41:21+01:00  14:41:21 up 2 days,  1:26,  1 user,  load average: 28.68, 26.15, 23.52
2025-08-19T14:41:26+01:00  14:41:26 up 2 days,  1:27,  1 user,  load average: 28.79, 26.21, 23.55
2025-08-19T14:41:31+01:00  14:41:31 up 2 days,  1:27,  1 user,  load average: 28.08, 26.11, 23.53
2025-08-19T14:41:36+01:00  14:41:36 up 2 days,  1:27,  1 user,  load average: 27.20, 25.95, 23.50
2025-08-19T14:41:41+01:00  14:41:41 up 2 days,  1:27,  1 user,  load average: 27.82, 26.11, 23.56
2025-08-19T14:41:46+01:00  14:41:46 up 2 days,  1:27,  1 user,  load average: 28.08, 26.19, 23.60
2025-08-19T14:41:51+01:00  14:41:51 up 2 days,  1:27,  1 user,  load average: 26.31, 25.85, 23.50
2025-08-19T14:41:56+01:00  14:41:56 up 2 days,  1:27,  1 user,  load average: 27.56, 26.12, 23.60
2025-08-19T14:42:01+01:00  14:42:01 up 2 days,  1:27,  1 user,  load average: 26.16, 25.85, 23.53
2025-08-19T14:42:06+01:00  14:42:06 up 2 days,  1:27,  1 user,  load average: 26.95, 26.02, 23.60
2025-08-19T14:42:11+01:00  14:42:11 up 2 days,  1:27,  1 user,  load average: 27.51, 26.15, 23.65
2025-08-19T14:42:16+01:00  14:42:16 up 2 days,  1:27,  1 user,  load average: 28.67, 26.42, 23.75
2025-08-19T14:42:21+01:00  14:42:21 up 2 days,  1:27,  1 user,  load average: 27.26, 26.16, 23.68
2025-08-19T14:42:26+01:00  14:42:26 up 2 days,  1:28,  1 user,  load average: 26.83, 26.09, 23.67
2025-08-19T14:42:31+01:00  14:42:31 up 2 days,  1:28,  1 user,  load average: 25.81, 25.89, 23.62
2025-08-19T14:42:36+01:00  14:42:36 up 2 days,  1:28,  1 user,  load average: 25.98, 25.93, 23.65
2025-08-19T14:42:41+01:00  14:42:41 up 2 days,  1:28,  1 user,  load average: 25.58, 25.84, 23.63
2025-08-19T14:42:46+01:00  14:42:46 up 2 days,  1:28,  1 user,  load average: 24.98, 25.71, 23.60
2025-08-19T14:42:51+01:00  14:42:51 up 2 days,  1:28,  1 user,  load average: 24.82, 25.67, 23.60
2025-08-19T14:42:56+01:00  14:42:56 up 2 days,  1:28,  1 user,  load average: 22.83, 25.24, 23.47
2025-08-19T14:43:01+01:00  14:43:01 up 2 days,  1:28,  1 user,  load average: 24.12, 25.47, 23.55
2025-08-19T14:43:06+01:00  14:43:06 up 2 days,  1:28,  1 user,  load average: 23.95, 25.41, 23.54
2025-08-19T14:43:11+01:00  14:43:11 up 2 days,  1:28,  1 user,  load average: 23.56, 25.31, 23.52
2025-08-19T14:43:16+01:00  14:43:16 up 2 days,  1:28,  1 user,  load average: 23.35, 25.23, 23.51
2025-08-19T14:43:21+01:00  14:43:21 up 2 days,  1:28,  1 user,  load average: 24.29, 25.40, 23.57
2025-08-19T14:43:26+01:00  14:43:26 up 2 days,  1:29,  1 user,  load average: 24.82, 25.49, 23.61
2025-08-19T14:43:31+01:00  14:43:31 up 2 days,  1:29,  1 user,  load average: 27.00, 25.93, 23.76
2025-08-19T14:43:37+01:00  14:43:37 up 2 days,  1:29,  1 user,  load average: 27.40, 26.03, 23.81
2025-08-19T14:43:42+01:00  14:43:42 up 2 days,  1:29,  1 user,  load average: 28.65, 26.31, 23.91
2025-08-19T14:43:47+01:00  14:43:47 up 2 days,  1:29,  1 user,  load average: 31.00, 26.84, 24.09
2025-08-19T14:43:52+01:00  14:43:52 up 2 days,  1:29,  1 user,  load average: 30.52, 26.81, 24.10
2025-08-19T14:43:57+01:00  14:43:57 up 2 days,  1:29,  1 user,  load average: 31.84, 27.14, 24.22
2025-08-19T14:44:02+01:00  14:44:02 up 2 days,  1:29,  1 user,  load average: 32.65, 27.39, 24.32
2025-08-19T14:44:07+01:00  14:44:07 up 2 days,  1:29,  1 user,  load average: 31.48, 27.23, 24.28
2025-08-19T14:44:12+01:00  14:44:12 up 2 days,  1:29,  1 user,  load average: 31.84, 27.38, 24.35
2025-08-19T14:44:17+01:00  14:44:17 up 2 days,  1:29,  1 user,  load average: 32.82, 27.66, 24.45
2025-08-19T14:44:22+01:00  14:44:22 up 2 days,  1:29,  1 user,  load average: 34.03, 27.99, 24.58
2025-08-19T14:44:27+01:00  14:44:27 up 2 days,  1:30,  1 user,  load average: 33.55, 28.00, 24.60
2025-08-19T14:44:32+01:00  14:44:32 up 2 days,  1:30,  1 user,  load average: 33.99, 28.18, 24.67
2025-08-19T14:44:37+01:00  14:44:37 up 2 days,  1:30,  1 user,  load average: 32.95, 28.06, 24.65
2025-08-19T14:44:42+01:00  14:44:42 up 2 days,  1:30,  1 user,  load average: 31.99, 27.94, 24.63
2025-08-19T14:44:47+01:00  14:44:47 up 2 days,  1:30,  1 user,  load average: 31.99, 28.01, 24.67
2025-08-19T14:44:52+01:00  14:44:52 up 2 days,  1:30,  1 user,  load average: 31.19, 27.91, 24.66
2025-08-19T14:44:57+01:00  14:44:57 up 2 days,  1:30,  1 user,  load average: 31.41, 28.01, 24.71
2025-08-19T14:45:02+01:00  14:45:02 up 2 days,  1:30,  1 user,  load average: 29.06, 27.58, 24.59
2025-08-19T14:45:07+01:00  14:45:07 up 2 days,  1:30,  1 user,  load average: 30.58, 27.92, 24.71
2025-08-19T14:45:12+01:00  14:45:12 up 2 days,  1:30,  1 user,  load average: 31.41, 28.13, 24.80
2025-08-19T14:45:17+01:00  14:45:17 up 2 days,  1:30,  1 user,  load average: 31.54, 28.22, 24.85
2025-08-19T14:45:22+01:00  14:45:22 up 2 days,  1:30,  1 user,  load average: 32.94, 28.56, 24.98
2025-08-19T14:45:27+01:00  14:45:27 up 2 days,  1:31,  1 user,  load average: 32.14, 28.47, 24.97
2025-08-19T14:45:32+01:00  14:45:32 up 2 days,  1:31,  1 user,  load average: 31.33, 28.36, 24.95
2025-08-19T14:45:37+01:00  14:45:37 up 2 days,  1:31,  1 user,  load average: 33.46, 28.85, 25.13
2025-08-19T14:45:42+01:00  14:45:42 up 2 days,  1:31,  1 user,  load average: 33.19, 28.87, 25.15
2025-08-19T14:45:47+01:00  14:45:47 up 2 days,  1:31,  1 user,  load average: 33.09, 28.92, 25.19
2025-08-19T14:45:52+01:00  14:45:52 up 2 days,  1:31,  1 user,  load average: 34.29, 29.24, 25.31
2025-08-19T14:45:57+01:00  14:45:57 up 2 days,  1:31,  1 user,  load average: 34.90, 29.45, 25.40
2025-08-19T14:46:02+01:00  14:46:02 up 2 days,  1:31,  1 user,  load average: 35.07, 29.58, 25.47
2025-08-19T14:46:07+01:00  14:46:07 up 2 days,  1:31,  1 user,  load average: 32.26, 29.09, 25.33
2025-08-19T14:46:12+01:00  14:46:12 up 2 days,  1:31,  1 user,  load average: 34.08, 29.52, 25.49
2025-08-19T14:46:17+01:00  14:46:17 up 2 days,  1:31,  1 user,  load average: 32.88, 29.34, 25.45
2025-08-19T14:46:22+01:00  14:46:22 up 2 days,  1:31,  1 user,  load average: 34.65, 29.77, 25.61
2025-08-19T14:46:27+01:00  14:46:27 up 2 days,  1:32,  1 user,  load average: 35.48, 30.02, 25.72
2025-08-19T14:46:32+01:00  14:46:32 up 2 days,  1:32,  1 user,  load average: 36.48, 30.32, 25.84
2025-08-19T14:46:37+01:00  14:46:37 up 2 days,  1:32,  1 user,  load average: 36.72, 30.58, 25.97
2025-08-19T14:46:42+01:00  14:46:42 up 2 days,  1:32,  1 user,  load average: 37.78, 30.90, 26.10
2025-08-19T14:46:47+01:00  14:46:47 up 2 days,  1:32,  1 user,  load average: 36.84, 30.82, 26.10
2025-08-19T14:46:52+01:00  14:46:52 up 2 days,  1:32,  1 user,  load average: 36.05, 30.75, 26.10
2025-08-19T14:46:57+01:00  14:46:57 up 2 days,  1:32,  1 user,  load average: 36.05, 30.84, 26.15
2025-08-19T14:47:03+01:00  14:47:03 up 2 days,  1:32,  1 user,  load average: 35.64, 30.84, 26.18
2025-08-19T14:47:08+01:00  14:47:08 up 2 days,  1:32,  1 user,  load average: 33.51, 30.48, 26.09
2025-08-19T14:47:13+01:00  14:47:13 up 2 days,  1:32,  1 user,  load average: 35.87, 31.02, 26.29
2025-08-19T14:47:18+01:00  14:47:18 up 2 days,  1:32,  1 user,  load average: 38.44, 31.63, 26.51
2025-08-19T14:47:23+01:00  14:47:23 up 2 days,  1:32,  1 user,  load average: 38.17, 31.69, 26.56
2025-08-19T14:47:28+01:00  14:47:28 up 2 days,  1:33,  1 user,  load average: 40.24, 32.23, 26.76
2025-08-19T14:47:33+01:00  14:47:33 up 2 days,  1:33,  1 user,  load average: 39.42, 32.19, 26.78
2025-08-19T14:47:38+01:00  14:47:38 up 2 days,  1:33,  1 user,  load average: 38.26, 32.07, 26.77
2025-08-19T14:47:43+01:00  14:47:43 up 2 days,  1:33,  1 user,  load average: 37.44, 32.00, 26.77
2025-08-19T14:47:48+01:00  14:47:48 up 2 days,  1:33,  1 user,  load average: 38.05, 32.22, 26.87
2025-08-19T14:47:53+01:00  14:47:53 up 2 days,  1:33,  1 user,  load average: 39.16, 32.55, 27.01
