2025-08-15T09:55:50+01:00  09:55:50 up 7 days, 28 min,  1 user,  load average: 3.33, 3.46, 3.53
2025-08-15T10:15:53+01:00  10:15:53 up 7 days, 48 min,  1 user,  load average: 7.71, 8.71, 7.20
2025-08-15T10:15:58+01:00  10:15:58 up 7 days, 48 min,  1 user,  load average: 7.17, 8.58, 7.16
2025-08-15T10:16:03+01:00  10:16:03 up 7 days, 48 min,  1 user,  load average: 6.68, 8.46, 7.13
2025-08-15T10:16:08+01:00  10:16:08 up 7 days, 48 min,  1 user,  load average: 6.38, 8.37, 7.11
2025-08-15T10:16:13+01:00  10:16:13 up 7 days, 48 min,  1 user,  load average: 6.59, 8.38, 7.12
2025-08-15T10:16:18+01:00  10:16:18 up 7 days, 48 min,  1 user,  load average: 6.70, 8.37, 7.12
2025-08-15T10:16:23+01:00  10:16:23 up 7 days, 48 min,  1 user,  load average: 7.13, 8.43, 7.15
2025-08-15T10:16:28+01:00  10:16:28 up 7 days, 48 min,  1 user,  load average: 6.88, 8.36, 7.13
2025-08-15T10:16:33+01:00  10:16:33 up 7 days, 48 min,  1 user,  load average: 7.05, 8.37, 7.14
2025-08-15T10:16:38+01:00  10:16:38 up 7 days, 49 min,  1 user,  load average: 7.45, 8.43, 7.17
2025-08-15T10:16:43+01:00  10:16:43 up 7 days, 49 min,  1 user,  load average: 7.41, 8.41, 7.17
2025-08-15T10:16:48+01:00  10:16:48 up 7 days, 49 min,  1 user,  load average: 8.18, 8.55, 7.22
2025-08-15T10:16:53+01:00  10:16:53 up 7 days, 49 min,  1 user,  load average: 9.28, 8.77, 7.30
2025-08-15T10:16:58+01:00  10:16:58 up 7 days, 49 min,  1 user,  load average: 9.34, 8.79, 7.32
2025-08-15T10:17:03+01:00  10:17:03 up 7 days, 49 min,  1 user,  load average: 9.79, 8.90, 7.36
2025-08-15T10:17:08+01:00  10:17:08 up 7 days, 49 min,  1 user,  load average: 9.57, 8.87, 7.36
2025-08-15T10:17:13+01:00  10:17:13 up 7 days, 49 min,  1 user,  load average: 9.61, 8.88, 7.37
2025-08-15T10:17:18+01:00  10:17:18 up 7 days, 49 min,  1 user,  load average: 9.48, 8.87, 7.37
2025-08-15T10:17:23+01:00  10:17:23 up 7 days, 49 min,  1 user,  load average: 9.20, 8.82, 7.37
2025-08-15T10:17:28+01:00  10:17:28 up 7 days, 49 min,  1 user,  load average: 8.78, 8.74, 7.35
2025-08-15T10:17:33+01:00  10:17:33 up 7 days, 49 min,  1 user,  load average: 8.40, 8.66, 7.33
2025-08-15T10:17:38+01:00  10:17:38 up 7 days, 50 min,  1 user,  load average: 8.69, 8.72, 7.36
2025-08-15T10:17:43+01:00  10:17:43 up 7 days, 50 min,  1 user,  load average: 9.43, 8.87, 7.41
2025-08-15T10:17:48+01:00  10:17:48 up 7 days, 50 min,  1 user,  load average: 9.32, 8.86, 7.42
2025-08-15T10:17:53+01:00  10:17:53 up 7 days, 50 min,  1 user,  load average: 8.97, 8.79, 7.40
2025-08-15T10:17:58+01:00  10:17:58 up 7 days, 50 min,  1 user,  load average: 9.85, 8.98, 7.47
2025-08-15T10:18:03+01:00  10:18:03 up 7 days, 50 min,  1 user,  load average: 9.31, 8.88, 7.45
2025-08-15T10:18:08+01:00  10:18:08 up 7 days, 50 min,  1 user,  load average: 8.64, 8.75, 7.41
2025-08-15T10:18:13+01:00  10:18:13 up 7 days, 50 min,  1 user,  load average: 7.95, 8.60, 7.37
2025-08-15T10:18:18+01:00  10:18:18 up 7 days, 50 min,  1 user,  load average: 7.95, 8.59, 7.38
2025-08-15T10:18:23+01:00  10:18:23 up 7 days, 50 min,  1 user,  load average: 8.04, 8.60, 7.38
2025-08-15T10:18:28+01:00  10:18:28 up 7 days, 50 min,  1 user,  load average: 8.19, 8.62, 7.40
2025-08-15T10:18:33+01:00  10:18:33 up 7 days, 50 min,  1 user,  load average: 7.54, 8.48, 7.36
2025-08-15T10:18:38+01:00  10:18:38 up 7 days, 51 min,  1 user,  load average: 7.97, 8.56, 7.39
2025-08-15T10:18:43+01:00  10:18:43 up 7 days, 51 min,  1 user,  load average: 7.98, 8.55, 7.39
2025-08-15T10:18:48+01:00  10:18:48 up 7 days, 51 min,  1 user,  load average: 8.70, 8.69, 7.44
2025-08-15T10:18:53+01:00  10:18:53 up 7 days, 51 min,  1 user,  load average: 8.88, 8.72, 7.46
2025-08-15T10:18:58+01:00  10:18:58 up 7 days, 51 min,  1 user,  load average: 10.42, 9.05, 7.57
2025-08-15T10:19:03+01:00  10:19:03 up 7 days, 51 min,  1 user,  load average: 11.02, 9.19, 7.63
2025-08-15T10:19:08+01:00  10:19:08 up 7 days, 51 min,  1 user,  load average: 11.10, 9.24, 7.65
2025-08-15T10:19:13+01:00  10:19:13 up 7 days, 51 min,  1 user,  load average: 10.93, 9.24, 7.66
2025-08-15T10:19:18+01:00  10:19:18 up 7 days, 51 min,  1 user,  load average: 10.54, 9.18, 7.65
2025-08-15T10:19:23+01:00  10:19:23 up 7 days, 51 min,  1 user,  load average: 9.93, 9.08, 7.63
2025-08-15T10:19:28+01:00  10:19:28 up 7 days, 51 min,  1 user,  load average: 12.10, 9.54, 7.79
2025-08-15T10:19:33+01:00  10:19:33 up 7 days, 51 min,  1 user,  load average: 11.85, 9.53, 7.79
2025-08-15T10:19:38+01:00  10:19:38 up 7 days, 52 min,  1 user,  load average: 11.86, 9.58, 7.81
2025-08-15T10:19:43+01:00  10:19:43 up 7 days, 52 min,  1 user,  load average: 11.72, 9.58, 7.83
2025-08-15T10:19:48+01:00  10:19:48 up 7 days, 52 min,  1 user,  load average: 11.34, 9.54, 7.82
2025-08-15T10:19:53+01:00  10:19:53 up 7 days, 52 min,  1 user,  load average: 12.19, 9.75, 7.90
2025-08-15T10:19:58+01:00  10:19:58 up 7 days, 52 min,  1 user,  load average: 11.86, 9.72, 7.90
2025-08-15T10:20:03+01:00  10:20:03 up 7 days, 52 min,  1 user,  load average: 11.71, 9.72, 7.91
2025-08-15T10:20:08+01:00  10:20:08 up 7 days, 52 min,  1 user,  load average: 11.89, 9.79, 7.94
2025-08-15T10:20:13+01:00  10:20:13 up 7 days, 52 min,  1 user,  load average: 11.26, 9.70, 7.92
2025-08-15T10:20:18+01:00  10:20:18 up 7 days, 52 min,  1 user,  load average: 10.44, 9.55, 7.88
2025-08-15T10:20:23+01:00  10:20:23 up 7 days, 52 min,  1 user,  load average: 10.32, 9.54, 7.89
2025-08-15T10:20:28+01:00  10:20:28 up 7 days, 52 min,  1 user,  load average: 9.81, 9.45, 7.87
2025-08-15T10:20:33+01:00  10:20:33 up 7 days, 52 min,  1 user,  load average: 10.07, 9.51, 7.90
2025-08-15T10:20:38+01:00  10:20:38 up 7 days, 53 min,  1 user,  load average: 10.22, 9.55, 7.92
2025-08-15T10:20:43+01:00  10:20:43 up 7 days, 53 min,  1 user,  load average: 10.69, 9.66, 7.96
2025-08-15T10:20:48+01:00  10:20:48 up 7 days, 53 min,  1 user,  load average: 10.87, 9.71, 7.99
2025-08-15T10:20:53+01:00  10:20:53 up 7 days, 53 min,  1 user,  load average: 11.12, 9.79, 8.02
2025-08-15T10:20:58+01:00  10:20:58 up 7 days, 53 min,  1 user,  load average: 11.59, 9.91, 8.07
2025-08-15T10:21:03+01:00  10:21:03 up 7 days, 53 min,  1 user,  load average: 11.79, 9.97, 8.10
2025-08-15T10:21:08+01:00  10:21:08 up 7 days, 53 min,  1 user,  load average: 11.56, 9.96, 8.11
2025-08-15T10:21:13+01:00  10:21:13 up 7 days, 53 min,  1 user,  load average: 10.80, 9.83, 8.08
2025-08-15T10:21:18+01:00  10:21:18 up 7 days, 53 min,  1 user,  load average: 10.01, 9.68, 8.04
2025-08-15T10:21:23+01:00  10:21:23 up 7 days, 53 min,  1 user,  load average: 9.21, 9.52, 7.99
2025-08-15T10:21:28+01:00  10:21:28 up 7 days, 53 min,  1 user,  load average: 9.11, 9.49, 8.00
2025-08-15T10:21:33+01:00  10:21:33 up 7 days, 53 min,  1 user,  load average: 9.10, 9.48, 8.00
2025-08-15T10:21:38+01:00  10:21:38 up 7 days, 54 min,  1 user,  load average: 9.74, 9.61, 8.05
2025-08-15T10:21:43+01:00  10:21:43 up 7 days, 54 min,  1 user,  load average: 9.44, 9.55, 8.04
2025-08-15T10:21:49+01:00  10:21:49 up 7 days, 54 min,  1 user,  load average: 9.56, 9.57, 8.05
2025-08-15T10:21:54+01:00  10:21:54 up 7 days, 54 min,  1 user,  load average: 10.16, 9.70, 8.10
2025-08-15T10:21:59+01:00  10:21:59 up 7 days, 54 min,  1 user,  load average: 9.99, 9.67, 8.10
2025-08-15T10:22:04+01:00  10:22:04 up 7 days, 54 min,  1 user,  load average: 9.67, 9.61, 8.09
2025-08-15T10:22:09+01:00  10:22:09 up 7 days, 54 min,  1 user,  load average: 9.77, 9.63, 8.11
2025-08-15T10:22:14+01:00  10:22:14 up 7 days, 54 min,  1 user,  load average: 9.63, 9.60, 8.10
2025-08-15T10:22:19+01:00  10:22:19 up 7 days, 54 min,  1 user,  load average: 9.18, 9.51, 8.08
2025-08-15T10:22:24+01:00  10:22:24 up 7 days, 54 min,  1 user,  load average: 9.49, 9.57, 8.11
2025-08-15T10:22:29+01:00  10:22:29 up 7 days, 54 min,  1 user,  load average: 9.29, 9.53, 8.10
2025-08-15T10:22:34+01:00  10:22:34 up 7 days, 54 min,  1 user,  load average: 8.70, 9.40, 8.07
2025-08-15T10:22:39+01:00  10:22:39 up 7 days, 55 min,  1 user,  load average: 9.21, 9.49, 8.11
2025-08-15T10:22:44+01:00  10:22:44 up 7 days, 55 min,  1 user,  load average: 8.87, 9.42, 8.09
2025-08-15T10:22:49+01:00  10:22:49 up 7 days, 55 min,  1 user,  load average: 8.80, 9.39, 8.09
2025-08-15T10:22:54+01:00  10:22:54 up 7 days, 55 min,  1 user,  load average: 8.82, 9.39, 8.10
2025-08-15T10:22:59+01:00  10:22:59 up 7 days, 55 min,  1 user,  load average: 9.47, 9.51, 8.14
2025-08-15T10:23:04+01:00  10:23:04 up 7 days, 55 min,  1 user,  load average: 9.91, 9.61, 8.18
2025-08-15T10:23:09+01:00  10:23:09 up 7 days, 55 min,  1 user,  load average: 10.88, 9.81, 8.25
2025-08-15T10:23:14+01:00  10:23:14 up 7 days, 55 min,  1 user,  load average: 10.81, 9.82, 8.26
2025-08-15T10:23:19+01:00  10:23:19 up 7 days, 55 min,  1 user,  load average: 12.11, 10.10, 8.37
2025-08-15T10:23:24+01:00  10:23:24 up 7 days, 55 min,  1 user,  load average: 12.50, 10.22, 8.41
2025-08-15T10:23:29+01:00  10:23:29 up 7 days, 55 min,  1 user,  load average: 11.66, 10.08, 8.38
2025-08-15T10:23:34+01:00  10:23:34 up 7 days, 55 min,  1 user,  load average: 12.57, 10.29, 8.46
2025-08-15T10:23:39+01:00  10:23:39 up 7 days, 56 min,  1 user,  load average: 12.28, 10.27, 8.46
2025-08-15T10:23:44+01:00  10:23:44 up 7 days, 56 min,  1 user,  load average: 11.62, 10.17, 8.43
2025-08-15T10:23:49+01:00  10:23:49 up 7 days, 56 min,  1 user,  load average: 10.93, 10.05, 8.41
2025-08-15T10:23:54+01:00  10:23:54 up 7 days, 56 min,  1 user,  load average: 10.37, 9.95, 8.38
2025-08-15T10:23:59+01:00  10:23:59 up 7 days, 56 min,  1 user,  load average: 10.18, 9.92, 8.38
2025-08-15T10:24:04+01:00  10:24:04 up 7 days, 56 min,  1 user,  load average: 10.25, 9.93, 8.39
2025-08-15T10:24:09+01:00  10:24:09 up 7 days, 56 min,  1 user,  load average: 9.99, 9.88, 8.39
2025-08-15T10:24:14+01:00  10:24:14 up 7 days, 56 min,  1 user,  load average: 9.67, 9.82, 8.37
2025-08-15T10:24:19+01:00  10:24:19 up 7 days, 56 min,  1 user,  load average: 9.93, 9.87, 8.40
2025-08-15T10:24:24+01:00  10:24:24 up 7 days, 56 min,  1 user,  load average: 10.10, 9.91, 8.42
2025-08-15T10:24:29+01:00  10:24:29 up 7 days, 56 min,  1 user,  load average: 9.37, 9.76, 8.38
2025-08-15T10:24:34+01:00  10:24:34 up 7 days, 56 min,  1 user,  load average: 8.78, 9.63, 8.34
2025-08-15T10:24:39+01:00  10:24:39 up 7 days, 57 min,  1 user,  load average: 8.80, 9.62, 8.35
2025-08-15T10:24:44+01:00  10:24:44 up 7 days, 57 min,  1 user,  load average: 8.33, 9.51, 8.32
2025-08-15T10:24:49+01:00  10:24:49 up 7 days, 57 min,  1 user,  load average: 7.75, 9.37, 8.28
2025-08-15T10:24:54+01:00  10:24:54 up 7 days, 57 min,  1 user,  load average: 7.77, 9.35, 8.28
2025-08-15T10:24:59+01:00  10:24:59 up 7 days, 57 min,  1 user,  load average: 7.55, 9.27, 8.26
2025-08-15T10:25:04+01:00  10:25:04 up 7 days, 57 min,  1 user,  load average: 8.22, 9.39, 8.30
2025-08-15T10:25:09+01:00  10:25:09 up 7 days, 57 min,  1 user,  load average: 7.96, 9.31, 8.28
2025-08-15T10:25:14+01:00  10:25:14 up 7 days, 57 min,  1 user,  load average: 7.89, 9.27, 8.27
2025-08-15T10:25:19+01:00  10:25:19 up 7 days, 57 min,  1 user,  load average: 9.02, 9.49, 8.35
2025-08-15T10:25:24+01:00  10:25:24 up 7 days, 57 min,  1 user,  load average: 9.10, 9.49, 8.36
2025-08-15T10:25:29+01:00  10:25:29 up 7 days, 57 min,  1 user,  load average: 10.05, 9.69, 8.43
2025-08-15T10:25:34+01:00  10:25:34 up 7 days, 57 min,  1 user,  load average: 10.77, 9.84, 8.48
2025-08-15T10:25:39+01:00  10:25:39 up 7 days, 58 min,  1 user,  load average: 11.35, 9.98, 8.53
2025-08-15T10:25:44+01:00  10:25:44 up 7 days, 58 min,  1 user,  load average: 12.44, 10.23, 8.62
2025-08-15T10:25:49+01:00  10:25:49 up 7 days, 58 min,  1 user,  load average: 12.97, 10.37, 8.68
2025-08-15T10:25:54+01:00  10:25:54 up 7 days, 58 min,  1 user,  load average: 12.33, 10.28, 8.66
2025-08-15T10:25:59+01:00  10:25:59 up 7 days, 58 min,  1 user,  load average: 12.14, 10.28, 8.67
2025-08-15T10:26:04+01:00  10:26:04 up 7 days, 58 min,  1 user,  load average: 11.41, 10.16, 8.64
2025-08-15T10:26:09+01:00  10:26:09 up 7 days, 58 min,  1 user,  load average: 11.30, 10.15, 8.64
2025-08-15T10:26:14+01:00  10:26:14 up 7 days, 58 min,  1 user,  load average: 11.83, 10.28, 8.69
2025-08-15T10:26:19+01:00  10:26:19 up 7 days, 58 min,  1 user,  load average: 12.01, 10.35, 8.72
2025-08-15T10:26:24+01:00  10:26:24 up 7 days, 58 min,  1 user,  load average: 11.77, 10.32, 8.72
2025-08-15T10:26:29+01:00  10:26:29 up 7 days, 58 min,  1 user,  load average: 11.54, 10.30, 8.73
2025-08-15T10:26:34+01:00  10:26:34 up 7 days, 58 min,  1 user,  load average: 12.06, 10.43, 8.78
2025-08-15T10:26:39+01:00  10:26:39 up 7 days, 59 min,  1 user,  load average: 11.17, 10.27, 8.73
2025-08-15T10:26:44+01:00  10:26:44 up 7 days, 59 min,  1 user,  load average: 10.92, 10.23, 8.73
2025-08-15T10:26:49+01:00  10:26:49 up 7 days, 59 min,  1 user,  load average: 10.53, 10.16, 8.71
2025-08-15T10:26:54+01:00  10:26:54 up 7 days, 59 min,  1 user,  load average: 10.48, 10.16, 8.72
2025-08-15T10:26:59+01:00  10:26:59 up 7 days, 59 min,  1 user,  load average: 12.93, 10.67, 8.90
2025-08-15T10:27:04+01:00  10:27:04 up 7 days, 59 min,  1 user,  load average: 13.01, 10.73, 8.92
2025-08-15T10:27:09+01:00  10:27:09 up 7 days, 59 min,  1 user,  load average: 13.17, 10.80, 8.96
2025-08-15T10:27:15+01:00  10:27:15 up 7 days, 59 min,  1 user,  load average: 14.12, 11.04, 9.04
2025-08-15T10:27:20+01:00  10:27:20 up 7 days, 59 min,  1 user,  load average: 14.11, 11.09, 9.07
2025-08-15T10:27:25+01:00  10:27:25 up 7 days, 59 min,  1 user,  load average: 14.82, 11.28, 9.14
2025-08-15T10:27:30+01:00  10:27:30 up 7 days, 59 min,  1 user,  load average: 14.76, 11.33, 9.17
2025-08-15T10:27:35+01:00  10:27:35 up 7 days, 59 min,  1 user,  load average: 13.89, 11.21, 9.14
2025-08-15T10:27:40+01:00  10:27:40 up 7 days,  1:00,  1 user,  load average: 13.18, 11.10, 9.12
2025-08-15T10:27:45+01:00  10:27:45 up 7 days,  1:00,  1 user,  load average: 12.13, 10.92, 9.07
2025-08-15T10:27:50+01:00  10:27:50 up 7 days,  1:00,  1 user,  load average: 11.56, 10.82, 9.05
2025-08-15T10:27:55+01:00  10:27:55 up 7 days,  1:00,  1 user,  load average: 11.43, 10.81, 9.06
2025-08-15T10:28:00+01:00  10:28:00 up 7 days,  1:00,  1 user,  load average: 12.36, 11.01, 9.13
2025-08-15T10:28:05+01:00  10:28:05 up 7 days,  1:00,  1 user,  load average: 12.17, 10.99, 9.14
2025-08-15T10:28:10+01:00  10:28:10 up 7 days,  1:00,  1 user,  load average: 12.07, 10.99, 9.15
2025-08-15T10:28:15+01:00  10:28:15 up 7 days,  1:00,  1 user,  load average: 11.91, 10.98, 9.15
2025-08-15T10:28:20+01:00  10:28:20 up 7 days,  1:00,  1 user,  load average: 11.76, 10.96, 9.16
2025-08-15T10:28:25+01:00  10:28:25 up 7 days,  1:00,  1 user,  load average: 12.50, 11.13, 9.22
2025-08-15T10:28:30+01:00  10:28:30 up 7 days,  1:00,  1 user,  load average: 13.42, 11.34, 9.30
2025-08-15T10:28:35+01:00  10:28:35 up 7 days,  1:00,  1 user,  load average: 13.70, 11.43, 9.34
2025-08-15T10:28:40+01:00  10:28:40 up 7 days,  1:01,  1 user,  load average: 12.77, 11.28, 9.30
2025-08-15T10:28:45+01:00  10:28:45 up 7 days,  1:01,  1 user,  load average: 13.03, 11.36, 9.34
2025-08-15T10:28:50+01:00  10:28:50 up 7 days,  1:01,  1 user,  load average: 12.78, 11.33, 9.34
2025-08-15T10:28:55+01:00  10:28:55 up 7 days,  1:01,  1 user,  load average: 12.40, 11.28, 9.33
2025-08-15T10:29:00+01:00  10:29:00 up 7 days,  1:01,  1 user,  load average: 12.37, 11.29, 9.35
2025-08-15T10:29:05+01:00  10:29:05 up 7 days,  1:01,  1 user,  load average: 11.70, 11.17, 9.32
2025-08-15T10:29:10+01:00  10:29:10 up 7 days,  1:01,  1 user,  load average: 11.24, 11.08, 9.30
2025-08-15T10:29:15+01:00  10:29:15 up 7 days,  1:01,  1 user,  load average: 11.78, 11.20, 9.35
2025-08-15T10:29:20+01:00  10:29:20 up 7 days,  1:01,  1 user,  load average: 11.56, 11.16, 9.35
2025-08-15T10:29:25+01:00  10:29:25 up 7 days,  1:01,  1 user,  load average: 11.84, 11.23, 9.38
2025-08-15T10:29:30+01:00  10:29:30 up 7 days,  1:01,  1 user,  load average: 12.57, 11.39, 9.44
2025-08-15T10:29:35+01:00  10:29:35 up 7 days,  1:01,  1 user,  load average: 13.00, 11.50, 9.49
2025-08-15T10:29:40+01:00  10:29:40 up 7 days,  1:02,  1 user,  load average: 12.92, 11.51, 9.50
2025-08-15T10:29:45+01:00  10:29:45 up 7 days,  1:02,  1 user,  load average: 12.13, 11.37, 9.46
2025-08-15T10:29:50+01:00  10:29:50 up 7 days,  1:02,  1 user,  load average: 11.96, 11.34, 9.47
2025-08-15T10:29:55+01:00  10:29:55 up 7 days,  1:02,  1 user,  load average: 11.96, 11.35, 9.48
2025-08-15T10:30:00+01:00  10:30:00 up 7 days,  1:02,  1 user,  load average: 11.56, 11.28, 9.47
2025-08-15T10:30:05+01:00  10:30:05 up 7 days,  1:02,  1 user,  load average: 11.28, 11.23, 9.46
2025-08-15T10:30:10+01:00  10:30:10 up 7 days,  1:02,  1 user,  load average: 10.70, 11.11, 9.43
2025-08-15T10:30:15+01:00  10:30:15 up 7 days,  1:02,  1 user,  load average: 10.24, 11.00, 9.41
2025-08-15T10:30:20+01:00  10:30:20 up 7 days,  1:02,  1 user,  load average: 9.82, 10.90, 9.38
2025-08-15T10:30:25+01:00  10:30:25 up 7 days,  1:02,  1 user,  load average: 10.31, 10.99, 9.42
2025-08-15T10:30:30+01:00  10:30:30 up 7 days,  1:02,  1 user,  load average: 10.13, 10.94, 9.41
2025-08-15T10:30:35+01:00  10:30:35 up 7 days,  1:02,  1 user,  load average: 10.68, 11.04, 9.45
2025-08-15T10:30:40+01:00  10:30:40 up 7 days,  1:03,  1 user,  load average: 10.14, 10.92, 9.42
2025-08-15T10:30:45+01:00  10:30:45 up 7 days,  1:03,  1 user,  load average: 11.41, 11.17, 9.51
2025-08-15T10:30:50+01:00  10:30:50 up 7 days,  1:03,  1 user,  load average: 11.94, 11.29, 9.56
2025-08-15T10:30:55+01:00  10:30:55 up 7 days,  1:03,  1 user,  load average: 10.98, 11.10, 9.50
2025-08-15T10:31:00+01:00  10:31:00 up 7 days,  1:03,  1 user,  load average: 10.99, 11.10, 9.51
2025-08-15T10:31:05+01:00  10:31:05 up 7 days,  1:03,  1 user,  load average: 10.99, 11.10, 9.52
2025-08-15T10:31:10+01:00  10:31:10 up 7 days,  1:03,  1 user,  load average: 10.67, 11.03, 9.51
2025-08-15T10:31:15+01:00  10:31:15 up 7 days,  1:03,  1 user,  load average: 10.37, 10.96, 9.49
2025-08-15T10:31:20+01:00  10:31:20 up 7 days,  1:03,  1 user,  load average: 11.79, 11.24, 9.59
2025-08-15T10:31:25+01:00  10:31:25 up 7 days,  1:03,  1 user,  load average: 11.32, 11.16, 9.57
2025-08-15T10:31:30+01:00  10:31:30 up 7 days,  1:03,  1 user,  load average: 10.90, 11.07, 9.55
2025-08-15T10:31:35+01:00  10:31:35 up 7 days,  1:03,  1 user,  load average: 10.82, 11.05, 9.56
2025-08-15T10:31:40+01:00  10:31:40 up 7 days,  1:04,  1 user,  load average: 10.20, 10.92, 9.52
2025-08-15T10:31:45+01:00  10:31:45 up 7 days,  1:04,  1 user,  load average: 10.10, 10.89, 9.52
2025-08-15T10:31:50+01:00  10:31:50 up 7 days,  1:04,  1 user,  load average: 10.25, 10.91, 9.53
2025-08-15T10:31:55+01:00  10:31:55 up 7 days,  1:04,  1 user,  load average: 11.67, 11.19, 9.63
2025-08-15T10:32:00+01:00  10:32:00 up 7 days,  1:04,  1 user,  load average: 11.06, 11.07, 9.60
2025-08-15T10:32:05+01:00  10:32:05 up 7 days,  1:04,  1 user,  load average: 10.33, 10.92, 9.56
2025-08-15T10:32:10+01:00  10:32:10 up 7 days,  1:04,  1 user,  load average: 10.07, 10.85, 9.55
2025-08-15T10:32:15+01:00  10:32:15 up 7 days,  1:04,  1 user,  load average: 10.06, 10.84, 9.55
2025-08-15T10:32:20+01:00  10:32:20 up 7 days,  1:04,  1 user,  load average: 10.30, 10.87, 9.57
2025-08-15T10:32:25+01:00  10:32:25 up 7 days,  1:04,  1 user,  load average: 10.83, 10.98, 9.61
2025-08-15T10:32:30+01:00  10:32:30 up 7 days,  1:04,  1 user,  load average: 10.37, 10.88, 9.58
2025-08-15T10:32:35+01:00  10:32:35 up 7 days,  1:05,  1 user,  load average: 11.46, 11.10, 9.66
2025-08-15T10:32:40+01:00  10:32:40 up 7 days,  1:05,  1 user,  load average: 11.02, 11.01, 9.64
2025-08-15T10:32:46+01:00  10:32:46 up 7 days,  1:05,  1 user,  load average: 11.10, 11.03, 9.65
2025-08-15T10:32:51+01:00  10:32:51 up 7 days,  1:05,  1 user,  load average: 10.61, 10.93, 9.63
2025-08-15T10:32:56+01:00  10:32:56 up 7 days,  1:05,  1 user,  load average: 10.56, 10.91, 9.63
2025-08-15T10:33:01+01:00  10:33:01 up 7 days,  1:05,  1 user,  load average: 10.04, 10.80, 9.60
2025-08-15T10:33:06+01:00  10:33:06 up 7 days,  1:05,  1 user,  load average: 10.59, 10.90, 9.64
2025-08-15T10:33:11+01:00  10:33:11 up 7 days,  1:05,  1 user,  load average: 10.31, 10.83, 9.62
2025-08-15T10:33:16+01:00  10:33:16 up 7 days,  1:05,  1 user,  load average: 9.88, 10.74, 9.60
2025-08-15T10:33:21+01:00  10:33:21 up 7 days,  1:05,  1 user,  load average: 10.05, 10.76, 9.61
2025-08-15T10:33:26+01:00  10:33:26 up 7 days,  1:05,  1 user,  load average: 9.89, 10.71, 9.60
2025-08-15T10:33:31+01:00  10:33:31 up 7 days,  1:05,  1 user,  load average: 10.38, 10.80, 9.64
2025-08-15T10:33:36+01:00  10:33:36 up 7 days,  1:06,  1 user,  load average: 11.39, 11.00, 9.71
2025-08-15T10:33:41+01:00  10:33:41 up 7 days,  1:06,  1 user,  load average: 12.32, 11.20, 9.78
2025-08-15T10:33:46+01:00  10:33:46 up 7 days,  1:06,  1 user,  load average: 12.77, 11.32, 9.83
2025-08-15T10:33:51+01:00  10:33:51 up 7 days,  1:06,  1 user,  load average: 12.87, 11.36, 9.85
2025-08-15T10:33:56+01:00  10:33:56 up 7 days,  1:06,  1 user,  load average: 13.20, 11.45, 9.89
2025-08-15T10:34:01+01:00  10:34:01 up 7 days,  1:06,  1 user,  load average: 13.11, 11.46, 9.90
2025-08-15T10:34:06+01:00  10:34:06 up 7 days,  1:06,  1 user,  load average: 12.54, 11.37, 9.88
2025-08-15T10:34:11+01:00  10:34:11 up 7 days,  1:06,  1 user,  load average: 11.69, 11.22, 9.84
2025-08-15T10:34:16+01:00  10:34:16 up 7 days,  1:06,  1 user,  load average: 11.48, 11.18, 9.83
2025-08-15T10:34:21+01:00  10:34:21 up 7 days,  1:06,  1 user,  load average: 12.00, 11.29, 9.87
2025-08-15T10:34:26+01:00  10:34:26 up 7 days,  1:06,  1 user,  load average: 12.64, 11.44, 9.93
2025-08-15T10:34:31+01:00  10:34:31 up 7 days,  1:06,  1 user,  load average: 12.43, 11.41, 9.93
2025-08-15T10:34:36+01:00  10:34:36 up 7 days,  1:07,  1 user,  load average: 14.16, 11.79, 10.06
2025-08-15T10:34:41+01:00  10:34:41 up 7 days,  1:07,  1 user,  load average: 13.82, 11.76, 10.06
2025-08-15T10:34:46+01:00  10:34:46 up 7 days,  1:07,  1 user,  load average: 14.56, 11.95, 10.13
2025-08-15T10:34:51+01:00  10:34:51 up 7 days,  1:07,  1 user,  load average: 13.95, 11.86, 10.11
2025-08-15T10:34:56+01:00  10:34:56 up 7 days,  1:07,  1 user,  load average: 13.48, 11.80, 10.10
2025-08-15T10:35:01+01:00  10:35:01 up 7 days,  1:07,  1 user,  load average: 12.72, 11.67, 10.07
2025-08-15T10:35:06+01:00  10:35:06 up 7 days,  1:07,  1 user,  load average: 13.54, 11.86, 10.14
2025-08-15T10:35:11+01:00  10:35:11 up 7 days,  1:07,  1 user,  load average: 13.34, 11.84, 10.14
2025-08-15T10:35:16+01:00  10:35:16 up 7 days,  1:07,  1 user,  load average: 12.51, 11.70, 10.10
2025-08-15T10:35:21+01:00  10:35:21 up 7 days,  1:07,  1 user,  load average: 11.91, 11.59, 10.08
2025-08-15T10:35:26+01:00  10:35:26 up 7 days,  1:07,  1 user,  load average: 11.75, 11.56, 10.07
2025-08-15T10:35:31+01:00  10:35:31 up 7 days,  1:07,  1 user,  load average: 12.66, 11.75, 10.14
2025-08-15T10:35:36+01:00  10:35:36 up 7 days,  1:08,  1 user,  load average: 13.08, 11.85, 10.19
2025-08-15T10:35:41+01:00  10:35:41 up 7 days,  1:08,  1 user,  load average: 14.44, 12.15, 10.29
2025-08-15T10:35:46+01:00  10:35:46 up 7 days,  1:08,  1 user,  load average: 15.52, 12.42, 10.39
2025-08-15T10:35:51+01:00  10:35:51 up 7 days,  1:08,  1 user,  load average: 15.24, 12.41, 10.40
