2025-09-07T13:21:22+01:00  13:21:22 up 21 days, 6 min,  1 user,  load average: 4.49, 3.43, 5.13
2025-09-07T13:41:24+01:00  13:41:24 up 21 days, 26 min,  1 user,  load average: 3.03, 3.13, 3.47
2025-09-07T13:41:29+01:00  13:41:29 up 21 days, 27 min,  1 user,  load average: 2.95, 3.11, 3.47
2025-09-07T13:41:34+01:00  13:41:34 up 21 days, 27 min,  1 user,  load average: 2.95, 3.11, 3.46
2025-09-07T13:41:39+01:00  13:41:39 up 21 days, 27 min,  1 user,  load average: 3.12, 3.14, 3.47
2025-09-07T13:41:44+01:00  13:41:44 up 21 days, 27 min,  1 user,  load average: 4.71, 3.47, 3.58
2025-09-07T13:41:49+01:00  13:41:49 up 21 days, 27 min,  1 user,  load average: 4.57, 3.46, 3.57
2025-09-07T13:41:54+01:00  13:41:54 up 21 days, 27 min,  1 user,  load average: 4.37, 3.44, 3.56
2025-09-07T13:41:59+01:00  13:41:59 up 21 days, 27 min,  1 user,  load average: 4.26, 3.43, 3.56
2025-09-07T13:42:04+01:00  13:42:04 up 21 days, 27 min,  1 user,  load average: 4.00, 3.39, 3.55
2025-09-07T13:42:09+01:00  13:42:09 up 21 days, 27 min,  1 user,  load average: 3.76, 3.35, 3.53
2025-09-07T13:42:14+01:00  13:42:14 up 21 days, 27 min,  1 user,  load average: 3.94, 3.39, 3.55
2025-09-07T13:42:19+01:00  13:42:19 up 21 days, 27 min,  1 user,  load average: 4.10, 3.44, 3.56
2025-09-07T13:42:24+01:00  13:42:24 up 21 days, 27 min,  1 user,  load average: 4.09, 3.45, 3.56
2025-09-07T13:42:29+01:00  13:42:29 up 21 days, 28 min,  1 user,  load average: 4.33, 3.51, 3.58
2025-09-07T13:42:34+01:00  13:42:34 up 21 days, 28 min,  1 user,  load average: 4.14, 3.48, 3.57
2025-09-07T13:42:39+01:00  13:42:39 up 21 days, 28 min,  1 user,  load average: 3.89, 3.44, 3.56
2025-09-07T13:42:44+01:00  13:42:44 up 21 days, 28 min,  1 user,  load average: 3.58, 3.38, 3.54
2025-09-07T13:42:49+01:00  13:42:49 up 21 days, 28 min,  1 user,  load average: 3.69, 3.41, 3.55
2025-09-07T13:42:54+01:00  13:42:54 up 21 days, 28 min,  1 user,  load average: 3.47, 3.37, 3.53
2025-09-07T13:42:59+01:00  13:42:59 up 21 days, 28 min,  1 user,  load average: 3.60, 3.40, 3.54
2025-09-07T13:43:04+01:00  13:43:04 up 21 days, 28 min,  1 user,  load average: 3.47, 3.37, 3.53
2025-09-07T13:43:09+01:00  13:43:09 up 21 days, 28 min,  1 user,  load average: 3.35, 3.35, 3.52
2025-09-07T13:43:14+01:00  13:43:14 up 21 days, 28 min,  1 user,  load average: 3.40, 3.36, 3.53
2025-09-07T13:43:19+01:00  13:43:19 up 21 days, 28 min,  1 user,  load average: 3.61, 3.41, 3.54
2025-09-07T13:43:24+01:00  13:43:24 up 21 days, 28 min,  1 user,  load average: 3.48, 3.38, 3.53
2025-09-07T13:43:29+01:00  13:43:29 up 21 days, 29 min,  1 user,  load average: 3.20, 3.33, 3.51
2025-09-07T13:43:34+01:00  13:43:34 up 21 days, 29 min,  1 user,  load average: 2.95, 3.27, 3.49
2025-09-07T13:43:39+01:00  13:43:39 up 21 days, 29 min,  1 user,  load average: 2.71, 3.22, 3.47
2025-09-07T13:43:44+01:00  13:43:44 up 21 days, 29 min,  1 user,  load average: 2.65, 3.20, 3.47
2025-09-07T13:43:49+01:00  13:43:49 up 21 days, 29 min,  1 user,  load average: 2.44, 3.14, 3.45
2025-09-07T13:43:54+01:00  13:43:54 up 21 days, 29 min,  1 user,  load average: 2.89, 3.22, 3.47
2025-09-07T13:43:59+01:00  13:43:59 up 21 days, 29 min,  1 user,  load average: 2.89, 3.22, 3.47
2025-09-07T13:44:04+01:00  13:44:04 up 21 days, 29 min,  1 user,  load average: 2.98, 3.23, 3.47
2025-09-07T13:44:09+01:00  13:44:09 up 21 days, 29 min,  1 user,  load average: 2.98, 3.23, 3.47
2025-09-07T13:44:14+01:00  13:44:14 up 21 days, 29 min,  1 user,  load average: 2.99, 3.22, 3.47
2025-09-07T13:44:19+01:00  13:44:19 up 21 days, 29 min,  1 user,  load average: 2.99, 3.22, 3.46
2025-09-07T13:44:24+01:00  13:44:24 up 21 days, 29 min,  1 user,  load average: 3.31, 3.28, 3.48
2025-09-07T13:44:29+01:00  13:44:29 up 21 days, 30 min,  1 user,  load average: 3.45, 3.31, 3.49
2025-09-07T13:44:34+01:00  13:44:34 up 21 days, 30 min,  1 user,  load average: 3.81, 3.39, 3.52
2025-09-07T13:44:39+01:00  13:44:39 up 21 days, 30 min,  1 user,  load average: 3.66, 3.37, 3.51
2025-09-07T13:44:44+01:00  13:44:44 up 21 days, 30 min,  1 user,  load average: 3.85, 3.41, 3.52
2025-09-07T13:44:49+01:00  13:44:49 up 21 days, 30 min,  1 user,  load average: 3.86, 3.42, 3.52
2025-09-07T13:44:54+01:00  13:44:54 up 21 days, 30 min,  1 user,  load average: 3.88, 3.43, 3.53
2025-09-07T13:44:59+01:00  13:44:59 up 21 days, 30 min,  1 user,  load average: 3.81, 3.42, 3.52
2025-09-07T13:45:04+01:00  13:45:04 up 21 days, 30 min,  1 user,  load average: 3.66, 3.40, 3.52
2025-09-07T13:45:09+01:00  13:45:09 up 21 days, 30 min,  1 user,  load average: 3.53, 3.38, 3.51
2025-09-07T13:45:14+01:00  13:45:14 up 21 days, 30 min,  1 user,  load average: 3.81, 3.44, 3.53
2025-09-07T13:45:19+01:00  13:45:19 up 21 days, 30 min,  1 user,  load average: 3.66, 3.41, 3.52
2025-09-07T13:45:24+01:00  13:45:24 up 21 days, 30 min,  1 user,  load average: 3.77, 3.44, 3.53
2025-09-07T13:45:29+01:00  13:45:29 up 21 days, 31 min,  1 user,  load average: 3.55, 3.40, 3.51
2025-09-07T13:45:34+01:00  13:45:34 up 21 days, 31 min,  1 user,  load average: 4.14, 3.53, 3.55
2025-09-07T13:45:39+01:00  13:45:39 up 21 days, 31 min,  1 user,  load average: 3.81, 3.47, 3.53
2025-09-07T13:45:44+01:00  13:45:44 up 21 days, 31 min,  1 user,  load average: 3.67, 3.44, 3.52
2025-09-07T13:45:49+01:00  13:45:49 up 21 days, 31 min,  1 user,  load average: 3.69, 3.45, 3.53
2025-09-07T13:45:54+01:00  13:45:54 up 21 days, 31 min,  1 user,  load average: 3.56, 3.43, 3.52
2025-09-07T13:45:59+01:00  13:45:59 up 21 days, 31 min,  1 user,  load average: 3.67, 3.45, 3.53
2025-09-07T13:46:04+01:00  13:46:04 up 21 days, 31 min,  1 user,  load average: 3.62, 3.45, 3.52
2025-09-07T13:46:09+01:00  13:46:09 up 21 days, 31 min,  1 user,  load average: 3.49, 3.42, 3.52
2025-09-07T13:46:14+01:00  13:46:14 up 21 days, 31 min,  1 user,  load average: 3.45, 3.41, 3.51
2025-09-07T13:46:19+01:00  13:46:19 up 21 days, 31 min,  1 user,  load average: 3.73, 3.47, 3.53
2025-09-07T13:46:24+01:00  13:46:24 up 21 days, 32 min,  1 user,  load average: 3.91, 3.52, 3.55
2025-09-07T13:46:29+01:00  13:46:29 up 21 days, 32 min,  1 user,  load average: 4.08, 3.56, 3.56
2025-09-07T13:46:34+01:00  13:46:34 up 21 days, 32 min,  1 user,  load average: 4.00, 3.55, 3.56
2025-09-07T13:46:39+01:00  13:46:39 up 21 days, 32 min,  1 user,  load average: 4.00, 3.56, 3.56
2025-09-07T13:46:44+01:00  13:46:44 up 21 days, 32 min,  1 user,  load average: 4.00, 3.56, 3.56
2025-09-07T13:46:49+01:00  13:46:49 up 21 days, 32 min,  1 user,  load average: 3.92, 3.55, 3.56
2025-09-07T13:46:54+01:00  13:46:54 up 21 days, 32 min,  1 user,  load average: 3.60, 3.49, 3.54
2025-09-07T13:47:00+01:00  13:47:00 up 21 days, 32 min,  1 user,  load average: 3.31, 3.44, 3.52
2025-09-07T13:47:05+01:00  13:47:05 up 21 days, 32 min,  1 user,  load average: 3.37, 3.45, 3.52
2025-09-07T13:47:10+01:00  13:47:10 up 21 days, 32 min,  1 user,  load average: 3.58, 3.49, 3.54
2025-09-07T13:47:15+01:00  13:47:15 up 21 days, 32 min,  1 user,  load average: 3.61, 3.50, 3.54
2025-09-07T13:47:20+01:00  13:47:20 up 21 days, 32 min,  1 user,  load average: 3.56, 3.49, 3.54
2025-09-07T13:47:25+01:00  13:47:25 up 21 days, 33 min,  1 user,  load average: 4.48, 3.68, 3.60
2025-09-07T13:47:30+01:00  13:47:30 up 21 days, 33 min,  1 user,  load average: 4.84, 3.77, 3.63
2025-09-07T13:47:35+01:00  13:47:35 up 21 days, 33 min,  1 user,  load average: 5.74, 3.97, 3.69
2025-09-07T13:47:40+01:00  13:47:40 up 21 days, 33 min,  1 user,  load average: 5.60, 3.97, 3.70
2025-09-07T13:47:45+01:00  13:47:45 up 21 days, 33 min,  1 user,  load average: 5.47, 3.97, 3.70
2025-09-07T13:47:50+01:00  13:47:50 up 21 days, 33 min,  1 user,  load average: 5.19, 3.94, 3.69
2025-09-07T13:47:55+01:00  13:47:55 up 21 days, 33 min,  1 user,  load average: 5.10, 3.94, 3.69
2025-09-07T13:48:00+01:00  13:48:00 up 21 days, 33 min,  1 user,  load average: 4.93, 3.93, 3.69
2025-09-07T13:48:05+01:00  13:48:05 up 21 days, 33 min,  1 user,  load average: 5.17, 3.99, 3.71
2025-09-07T13:48:10+01:00  13:48:10 up 21 days, 33 min,  1 user,  load average: 4.92, 3.96, 3.70
2025-09-07T13:48:15+01:00  13:48:15 up 21 days, 33 min,  1 user,  load average: 4.68, 3.93, 3.69
2025-09-07T13:48:20+01:00  13:48:20 up 21 days, 33 min,  1 user,  load average: 5.19, 4.04, 3.73
2025-09-07T13:48:25+01:00  13:48:25 up 21 days, 34 min,  1 user,  load average: 5.58, 4.14, 3.76
2025-09-07T13:48:30+01:00  13:48:30 up 21 days, 34 min,  1 user,  load average: 5.53, 4.16, 3.77
2025-09-07T13:48:35+01:00  13:48:35 up 21 days, 34 min,  1 user,  load average: 5.49, 4.17, 3.78
2025-09-07T13:48:40+01:00  13:48:40 up 21 days, 34 min,  1 user,  load average: 5.13, 4.12, 3.76
2025-09-07T13:48:45+01:00  13:48:45 up 21 days, 34 min,  1 user,  load average: 5.44, 4.20, 3.79
2025-09-07T13:48:50+01:00  13:48:50 up 21 days, 34 min,  1 user,  load average: 5.48, 4.23, 3.80
2025-09-07T13:48:55+01:00  13:48:55 up 21 days, 34 min,  1 user,  load average: 5.53, 4.26, 3.82
2025-09-07T13:49:00+01:00  13:49:00 up 21 days, 34 min,  1 user,  load average: 5.72, 4.32, 3.84
2025-09-07T13:49:05+01:00  13:49:05 up 21 days, 34 min,  1 user,  load average: 5.35, 4.27, 3.82
2025-09-07T13:49:10+01:00  13:49:10 up 21 days, 34 min,  1 user,  load average: 5.48, 4.31, 3.84
2025-09-07T13:49:15+01:00  13:49:15 up 21 days, 34 min,  1 user,  load average: 5.04, 4.24, 3.82
2025-09-07T13:49:20+01:00  13:49:20 up 21 days, 34 min,  1 user,  load average: 5.36, 4.32, 3.85
2025-09-07T13:49:25+01:00  13:49:25 up 21 days, 35 min,  1 user,  load average: 5.09, 4.28, 3.84
2025-09-07T13:49:30+01:00  13:49:30 up 21 days, 35 min,  1 user,  load average: 5.24, 4.33, 3.85
2025-09-07T13:49:35+01:00  13:49:35 up 21 days, 35 min,  1 user,  load average: 4.90, 4.27, 3.84
2025-09-07T13:49:40+01:00  13:49:40 up 21 days, 35 min,  1 user,  load average: 4.75, 4.25, 3.83
2025-09-07T13:49:45+01:00  13:49:45 up 21 days, 35 min,  1 user,  load average: 4.45, 4.20, 3.82
2025-09-07T13:49:50+01:00  13:49:50 up 21 days, 35 min,  1 user,  load average: 4.25, 4.16, 3.81
2025-09-07T13:49:55+01:00  13:49:55 up 21 days, 35 min,  1 user,  load average: 4.39, 4.19, 3.82
2025-09-07T13:50:00+01:00  13:50:00 up 21 days, 35 min,  1 user,  load average: 4.28, 4.17, 3.82
2025-09-07T13:50:05+01:00  13:50:05 up 21 days, 35 min,  1 user,  load average: 4.10, 4.13, 3.81
2025-09-07T13:50:10+01:00  13:50:10 up 21 days, 35 min,  1 user,  load average: 3.77, 4.07, 3.79
2025-09-07T13:50:15+01:00  13:50:15 up 21 days, 35 min,  1 user,  load average: 3.87, 4.08, 3.79
2025-09-07T13:50:20+01:00  13:50:20 up 21 days, 35 min,  1 user,  load average: 3.88, 4.08, 3.79
2025-09-07T13:50:25+01:00  13:50:25 up 21 days, 36 min,  1 user,  load average: 4.05, 4.11, 3.81
2025-09-07T13:50:30+01:00  13:50:30 up 21 days, 36 min,  1 user,  load average: 4.29, 4.16, 3.82
2025-09-07T13:50:35+01:00  13:50:35 up 21 days, 36 min,  1 user,  load average: 5.46, 4.41, 3.90
2025-09-07T13:50:40+01:00  13:50:40 up 21 days, 36 min,  1 user,  load average: 5.75, 4.48, 3.93
2025-09-07T13:50:45+01:00  13:50:45 up 21 days, 36 min,  1 user,  load average: 5.61, 4.47, 3.93
2025-09-07T13:50:50+01:00  13:50:50 up 21 days, 36 min,  1 user,  load average: 5.88, 4.55, 3.96
2025-09-07T13:50:55+01:00  13:50:55 up 21 days, 36 min,  1 user,  load average: 5.57, 4.51, 3.95
2025-09-07T13:51:00+01:00  13:51:00 up 21 days, 36 min,  1 user,  load average: 5.28, 4.47, 3.94
2025-09-07T13:51:05+01:00  13:51:05 up 21 days, 36 min,  1 user,  load average: 5.10, 4.44, 3.93
2025-09-07T13:51:10+01:00  13:51:10 up 21 days, 36 min,  1 user,  load average: 5.65, 4.57, 3.98
2025-09-07T13:51:15+01:00  13:51:15 up 21 days, 36 min,  1 user,  load average: 5.20, 4.49, 3.96
2025-09-07T13:51:20+01:00  13:51:20 up 21 days, 36 min,  1 user,  load average: 5.10, 4.48, 3.96
2025-09-07T13:51:25+01:00  13:51:25 up 21 days, 37 min,  1 user,  load average: 5.50, 4.57, 3.99
2025-09-07T13:51:30+01:00  13:51:30 up 21 days, 37 min,  1 user,  load average: 5.54, 4.60, 4.00
2025-09-07T13:51:35+01:00  13:51:35 up 21 days, 37 min,  1 user,  load average: 5.17, 4.54, 3.98
2025-09-07T13:51:40+01:00  13:51:40 up 21 days, 37 min,  1 user,  load average: 5.96, 4.71, 4.04
2025-09-07T13:51:45+01:00  13:51:45 up 21 days, 37 min,  1 user,  load average: 5.96, 4.73, 4.05
2025-09-07T13:51:50+01:00  13:51:50 up 21 days, 37 min,  1 user,  load average: 5.57, 4.67, 4.04
2025-09-07T13:51:55+01:00  13:51:55 up 21 days, 37 min,  1 user,  load average: 5.60, 4.69, 4.05
2025-09-07T13:52:00+01:00  13:52:00 up 21 days, 37 min,  1 user,  load average: 5.79, 4.75, 4.07
2025-09-07T13:52:05+01:00  13:52:05 up 21 days, 37 min,  1 user,  load average: 5.89, 4.79, 4.09
2025-09-07T13:52:10+01:00  13:52:10 up 21 days, 37 min,  1 user,  load average: 5.98, 4.82, 4.10
2025-09-07T13:52:15+01:00  13:52:15 up 21 days, 37 min,  1 user,  load average: 5.90, 4.83, 4.11
2025-09-07T13:52:20+01:00  13:52:20 up 21 days, 37 min,  1 user,  load average: 5.67, 4.80, 4.10
2025-09-07T13:52:25+01:00  13:52:25 up 21 days, 38 min,  1 user,  load average: 5.61, 4.80, 4.11
2025-09-07T13:52:30+01:00  13:52:30 up 21 days, 38 min,  1 user,  load average: 5.48, 4.79, 4.10
2025-09-07T13:52:35+01:00  13:52:35 up 21 days, 38 min,  1 user,  load average: 5.77, 4.86, 4.13
2025-09-07T13:52:40+01:00  13:52:40 up 21 days, 38 min,  1 user,  load average: 5.62, 4.84, 4.13
2025-09-07T13:52:45+01:00  13:52:45 up 21 days, 38 min,  1 user,  load average: 5.57, 4.84, 4.13
2025-09-07T13:52:50+01:00  13:52:50 up 21 days, 38 min,  1 user,  load average: 5.53, 4.85, 4.14
2025-09-07T13:52:55+01:00  13:52:55 up 21 days, 38 min,  1 user,  load average: 5.73, 4.90, 4.16
2025-09-07T13:53:00+01:00  13:53:00 up 21 days, 38 min,  1 user,  load average: 5.35, 4.83, 4.14
2025-09-07T13:53:05+01:00  13:53:05 up 21 days, 38 min,  1 user,  load average: 5.16, 4.80, 4.14
2025-09-07T13:53:10+01:00  13:53:10 up 21 days, 38 min,  1 user,  load average: 4.99, 4.77, 4.13
2025-09-07T13:53:15+01:00  13:53:15 up 21 days, 38 min,  1 user,  load average: 5.55, 4.89, 4.17
2025-09-07T13:53:20+01:00  13:53:20 up 21 days, 38 min,  1 user,  load average: 5.10, 4.81, 4.15
2025-09-07T13:53:25+01:00  13:53:25 up 21 days, 39 min,  1 user,  load average: 5.02, 4.80, 4.15
2025-09-07T13:53:30+01:00  13:53:30 up 21 days, 39 min,  1 user,  load average: 5.01, 4.80, 4.15
2025-09-07T13:53:35+01:00  13:53:35 up 21 days, 39 min,  1 user,  load average: 5.09, 4.82, 4.16
2025-09-07T13:53:40+01:00  13:53:40 up 21 days, 39 min,  1 user,  load average: 4.92, 4.79, 4.16
2025-09-07T13:53:45+01:00  13:53:45 up 21 days, 39 min,  1 user,  load average: 5.49, 4.91, 4.20
2025-09-07T13:53:50+01:00  13:53:50 up 21 days, 39 min,  1 user,  load average: 5.37, 4.90, 4.20
2025-09-07T13:53:55+01:00  13:53:55 up 21 days, 39 min,  1 user,  load average: 5.90, 5.01, 4.24
2025-09-07T13:54:00+01:00  13:54:00 up 21 days, 39 min,  1 user,  load average: 5.59, 4.96, 4.23
2025-09-07T13:54:05+01:00  13:54:05 up 21 days, 39 min,  1 user,  load average: 5.78, 5.02, 4.25
2025-09-07T13:54:10+01:00  13:54:10 up 21 days, 39 min,  1 user,  load average: 6.36, 5.15, 4.30
2025-09-07T13:54:15+01:00  13:54:15 up 21 days, 39 min,  1 user,  load average: 6.41, 5.18, 4.31
2025-09-07T13:54:20+01:00  13:54:20 up 21 days, 39 min,  1 user,  load average: 6.30, 5.18, 4.32
2025-09-07T13:54:25+01:00  13:54:25 up 21 days, 40 min,  1 user,  load average: 5.79, 5.09, 4.29
2025-09-07T13:54:30+01:00  13:54:31 up 21 days, 40 min,  1 user,  load average: 5.65, 5.07, 4.29
2025-09-07T13:54:36+01:00  13:54:36 up 21 days, 40 min,  1 user,  load average: 6.88, 5.34, 4.38
2025-09-07T13:54:41+01:00  13:54:41 up 21 days, 40 min,  1 user,  load average: 6.73, 5.33, 4.38
2025-09-07T13:54:46+01:00  13:54:46 up 21 days, 40 min,  1 user,  load average: 7.15, 5.44, 4.42
2025-09-07T13:54:51+01:00  13:54:51 up 21 days, 40 min,  1 user,  load average: 6.82, 5.40, 4.42
2025-09-07T13:54:56+01:00  13:54:56 up 21 days, 40 min,  1 user,  load average: 7.39, 5.54, 4.47
2025-09-07T13:55:01+01:00  13:55:01 up 21 days, 40 min,  1 user,  load average: 7.20, 5.53, 4.47
2025-09-07T13:55:06+01:00  13:55:06 up 21 days, 40 min,  1 user,  load average: 6.87, 5.49, 4.46
2025-09-07T13:55:11+01:00  13:55:11 up 21 days, 40 min,  1 user,  load average: 6.40, 5.42, 4.44
2025-09-07T13:55:16+01:00  13:55:16 up 21 days, 40 min,  1 user,  load average: 6.36, 5.43, 4.45
2025-09-07T13:55:21+01:00  13:55:21 up 21 days, 40 min,  1 user,  load average: 6.98, 5.57, 4.50
2025-09-07T13:55:26+01:00  13:55:26 up 21 days, 41 min,  1 user,  load average: 7.94, 5.79, 4.58
2025-09-07T13:55:31+01:00  13:55:31 up 21 days, 41 min,  1 user,  load average: 8.42, 5.93, 4.63
2025-09-07T13:55:36+01:00  13:55:36 up 21 days, 41 min,  1 user,  load average: 8.23, 5.93, 4.64
2025-09-07T13:55:41+01:00  13:55:41 up 21 days, 41 min,  1 user,  load average: 8.53, 6.03, 4.68
2025-09-07T13:55:46+01:00  13:55:46 up 21 days, 41 min,  1 user,  load average: 8.97, 6.16, 4.73
2025-09-07T13:55:51+01:00  13:55:51 up 21 days, 41 min,  1 user,  load average: 9.29, 6.28, 4.78
2025-09-07T13:55:56+01:00  13:55:56 up 21 days, 41 min,  1 user,  load average: 9.83, 6.44, 4.84
2025-09-07T13:56:01+01:00  13:56:01 up 21 days, 41 min,  1 user,  load average: 9.84, 6.50, 4.86
2025-09-07T13:56:06+01:00  13:56:06 up 21 days, 41 min,  1 user,  load average: 9.62, 6.51, 4.88
2025-09-07T13:56:11+01:00  13:56:11 up 21 days, 41 min,  1 user,  load average: 9.33, 6.50, 4.88
2025-09-07T13:56:16+01:00  13:56:16 up 21 days, 41 min,  1 user,  load average: 9.06, 6.49, 4.89
2025-09-07T13:56:21+01:00  13:56:21 up 21 days, 41 min,  1 user,  load average: 8.73, 6.47, 4.89
2025-09-07T13:56:26+01:00  13:56:26 up 21 days, 42 min,  1 user,  load average: 8.11, 6.37, 4.87
2025-09-07T13:56:31+01:00  13:56:31 up 21 days, 42 min,  1 user,  load average: 7.46, 6.27, 4.84
2025-09-07T13:56:36+01:00  13:56:36 up 21 days, 42 min,  1 user,  load average: 6.87, 6.16, 4.82
2025-09-07T13:56:41+01:00  13:56:41 up 21 days, 42 min,  1 user,  load average: 6.40, 6.08, 4.80
2025-09-07T13:56:46+01:00  13:56:46 up 21 days, 42 min,  1 user,  load average: 5.88, 5.98, 4.77
2025-09-07T13:56:51+01:00  13:56:51 up 21 days, 42 min,  1 user,  load average: 5.57, 5.91, 4.75
2025-09-07T13:56:56+01:00  13:56:56 up 21 days, 42 min,  1 user,  load average: 5.13, 5.81, 4.73
2025-09-07T13:57:01+01:00  13:57:01 up 21 days, 42 min,  1 user,  load average: 4.80, 5.73, 4.71
2025-09-07T13:57:06+01:00  13:57:06 up 21 days, 42 min,  1 user,  load average: 4.73, 5.70, 4.70
2025-09-07T13:57:11+01:00  13:57:11 up 21 days, 42 min,  1 user,  load average: 4.67, 5.68, 4.70
2025-09-07T13:57:16+01:00  13:57:16 up 21 days, 42 min,  1 user,  load average: 4.38, 5.60, 4.68
2025-09-07T13:57:21+01:00  13:57:21 up 21 days, 42 min,  1 user,  load average: 4.59, 5.62, 4.69
2025-09-07T13:57:26+01:00  13:57:26 up 21 days, 43 min,  1 user,  load average: 5.50, 5.79, 4.75
2025-09-07T13:57:31+01:00  13:57:31 up 21 days, 43 min,  1 user,  load average: 6.66, 6.03, 4.84
2025-09-07T13:57:36+01:00  13:57:36 up 21 days, 43 min,  1 user,  load average: 6.77, 6.06, 4.85
2025-09-07T13:57:41+01:00  13:57:41 up 21 days, 43 min,  1 user,  load average: 6.63, 6.04, 4.85
2025-09-07T13:57:46+01:00  13:57:46 up 21 days, 43 min,  1 user,  load average: 6.82, 6.09, 4.88
2025-09-07T13:57:51+01:00  13:57:51 up 21 days, 43 min,  1 user,  load average: 6.51, 6.04, 4.87
2025-09-07T13:57:56+01:00  13:57:56 up 21 days, 43 min,  1 user,  load average: 5.99, 5.94, 4.84
2025-09-07T13:58:01+01:00  13:58:01 up 21 days, 43 min,  1 user,  load average: 6.23, 5.99, 4.86
2025-09-07T13:58:06+01:00  13:58:06 up 21 days, 43 min,  1 user,  load average: 6.05, 5.96, 4.86
2025-09-07T13:58:11+01:00  13:58:11 up 21 days, 43 min,  1 user,  load average: 6.85, 6.13, 4.92
2025-09-07T13:58:16+01:00  13:58:16 up 21 days, 43 min,  1 user,  load average: 6.54, 6.07, 4.91
2025-09-07T13:58:21+01:00  13:58:21 up 21 days, 43 min,  1 user,  load average: 6.34, 6.04, 4.90
2025-09-07T13:58:26+01:00  13:58:26 up 21 days, 44 min,  1 user,  load average: 6.07, 5.99, 4.89
2025-09-07T13:58:31+01:00  13:58:31 up 21 days, 44 min,  1 user,  load average: 5.98, 5.97, 4.89
2025-09-07T13:58:36+01:00  13:58:36 up 21 days, 44 min,  1 user,  load average: 5.74, 5.92, 4.88
2025-09-07T13:58:41+01:00  13:58:41 up 21 days, 44 min,  1 user,  load average: 5.28, 5.82, 4.86
2025-09-07T13:58:46+01:00  13:58:46 up 21 days, 44 min,  1 user,  load average: 5.26, 5.81, 4.86
2025-09-07T13:58:51+01:00  13:58:51 up 21 days, 44 min,  1 user,  load average: 5.40, 5.83, 4.87
2025-09-07T13:58:56+01:00  13:58:56 up 21 days, 44 min,  1 user,  load average: 5.45, 5.83, 4.87
2025-09-07T13:59:01+01:00  13:59:01 up 21 days, 44 min,  1 user,  load average: 5.25, 5.79, 4.86
2025-09-07T13:59:06+01:00  13:59:06 up 21 days, 44 min,  1 user,  load average: 4.99, 5.72, 4.85
2025-09-07T13:59:11+01:00  13:59:11 up 21 days, 44 min,  1 user,  load average: 4.83, 5.68, 4.84
2025-09-07T13:59:16+01:00  13:59:16 up 21 days, 44 min,  1 user,  load average: 5.17, 5.73, 4.86
2025-09-07T13:59:21+01:00  13:59:21 up 21 days, 44 min,  1 user,  load average: 5.23, 5.74, 4.87
2025-09-07T13:59:26+01:00  13:59:26 up 21 days, 45 min,  1 user,  load average: 5.45, 5.77, 4.88
2025-09-07T13:59:31+01:00  13:59:31 up 21 days, 45 min,  1 user,  load average: 6.38, 5.96, 4.95
2025-09-07T13:59:36+01:00  13:59:36 up 21 days, 45 min,  1 user,  load average: 7.55, 6.21, 5.04
2025-09-07T13:59:41+01:00  13:59:41 up 21 days, 45 min,  1 user,  load average: 7.67, 6.26, 5.06
2025-09-07T13:59:46+01:00  13:59:46 up 21 days, 45 min,  1 user,  load average: 7.37, 6.22, 5.05
2025-09-07T13:59:51+01:00  13:59:51 up 21 days, 45 min,  1 user,  load average: 7.98, 6.37, 5.11
2025-09-07T13:59:56+01:00  13:59:56 up 21 days, 45 min,  1 user,  load average: 8.55, 6.51, 5.16
2025-09-07T14:00:01+01:00  14:00:01 up 21 days, 45 min,  1 user,  load average: 8.02, 6.43, 5.14
2025-09-07T14:00:06+01:00  14:00:06 up 21 days, 45 min,  1 user,  load average: 7.70, 6.39, 5.14
2025-09-07T14:00:11+01:00  14:00:11 up 21 days, 45 min,  1 user,  load average: 8.12, 6.50, 5.18
2025-09-07T14:00:16+01:00  14:00:16 up 21 days, 45 min,  1 user,  load average: 8.11, 6.53, 5.19
2025-09-07T14:00:21+01:00  14:00:21 up 21 days, 45 min,  1 user,  load average: 7.78, 6.49, 5.19
2025-09-07T14:00:26+01:00  14:00:26 up 21 days, 46 min,  1 user,  load average: 7.40, 6.43, 5.17
2025-09-07T14:00:31+01:00  14:00:31 up 21 days, 46 min,  1 user,  load average: 7.29, 6.42, 5.18
2025-09-07T14:00:36+01:00  14:00:36 up 21 days, 46 min,  1 user,  load average: 6.94, 6.36, 5.17
2025-09-07T14:00:41+01:00  14:00:41 up 21 days, 46 min,  1 user,  load average: 7.27, 6.44, 5.20
2025-09-07T14:00:46+01:00  14:00:46 up 21 days, 46 min,  1 user,  load average: 7.17, 6.43, 5.20
2025-09-07T14:00:51+01:00  14:00:51 up 21 days, 46 min,  1 user,  load average: 7.39, 6.49, 5.23
2025-09-07T14:00:56+01:00  14:00:56 up 21 days, 46 min,  1 user,  load average: 7.12, 6.45, 5.22
2025-09-07T14:01:01+01:00  14:01:01 up 21 days, 46 min,  1 user,  load average: 6.79, 6.39, 5.21
2025-09-07T14:01:06+01:00  14:01:06 up 21 days, 46 min,  1 user,  load average: 6.57, 6.35, 5.20
2025-09-07T14:01:11+01:00  14:01:11 up 21 days, 46 min,  1 user,  load average: 6.20, 6.28, 5.19
2025-09-07T14:01:17+01:00  14:01:17 up 21 days, 46 min,  1 user,  load average: 6.03, 6.24, 5.18
2025-09-07T14:01:22+01:00  14:01:22 up 21 days, 46 min,  1 user,  load average: 5.86, 6.21, 5.17
